System,PC1,PC2
T60A_S63A,11.459100,3.653270
T60A_S63A,12.464040,6.701760
T60A_S63A,11.725320,4.045160
T60A_S63A,11.769520,2.094690
T60A_S63A,11.586990,3.078360
T60A_S63A,11.279620,5.277160
T60A_S63A,11.886180,5.351680
T60A_S63A,12.022260,3.536350
T60A_S63A,11.886670,5.663810
T60A_S63A,10.886190,3.653650
T60A_S63A,11.169960,1.167930
T60A_S63A,11.271860,2.972790
T60A_S63A,12.012490,3.358960
T60A_S63A,11.376500,4.705910
T60A_S63A,12.340310,4.477800
T60A_S63A,11.647250,4.461470
T60A_S63A,10.962020,2.875330
T60A_S63A,11.896740,4.602550
T60A_S63A,11.923370,4.645010
T60A_S63A,12.433590,4.256380
T60A_S63A,12.105650,4.337230
T60A_S63A,11.345460,2.227210
T60A_S63A,11.023630,1.558790
T60A_S63A,11.826020,3.184420
T60A_S63A,11.566380,0.684430
T60A_S63A,11.500460,3.536760
T60A_S63A,11.508280,2.057680
T60A_S63A,10.383180,2.715360
T60A_S63A,10.745240,3.328650
T60A_S63A,11.034120,4.017960
T60A_S63A,10.446160,0.508890
T60A_S63A,10.609670,2.203580
T60A_S63A,11.593880,5.283390
T60A_S63A,11.649210,3.575860
T60A_S63A,10.887010,2.010000
T60A_S63A,11.561790,1.513230
T60A_S63A,11.361630,0.130460
T60A_S63A,10.968750,1.281970
T60A_S63A,11.052920,1.412640
T60A_S63A,11.860350,1.669450
T60A_S63A,12.320520,5.250050
T60A_S63A,13.221310,5.526610
T60A_S63A,12.664680,5.804530
T60A_S63A,11.932920,7.248660
T60A_S63A,12.295690,3.807480
T60A_S63A,11.715320,1.343210
T60A_S63A,11.729580,3.739090
T60A_S63A,11.553180,0.436890
T60A_S63A,12.631710,3.625850
T60A_S63A,11.935390,3.771040
T60A_S63A,11.130720,2.338260
T60A_S63A,11.955100,1.032720
T60A_S63A,11.730980,1.975990
T60A_S63A,11.164210,2.138000
T60A_S63A,11.856020,0.156490
T60A_S63A,11.300850,3.516160
T60A_S63A,11.410130,5.919710
T60A_S63A,12.222110,3.900500
T60A_S63A,11.303130,1.925360
T60A_S63A,11.034180,3.808850
T60A_S63A,12.398910,2.120430
T60A_S63A,12.337800,3.996030
T60A_S63A,12.013320,3.714690
T60A_S63A,12.060210,3.047560
T60A_S63A,11.501820,2.993090
T60A_S63A,11.173570,3.930930
T60A_S63A,11.984160,1.997150
T60A_S63A,11.773830,3.501440
T60A_S63A,12.128660,3.083380
T60A_S63A,12.584890,5.360570
T60A_S63A,12.293480,3.603640
T60A_S63A,12.379590,2.102650
T60A_S63A,11.882690,1.422050
T60A_S63A,12.046480,1.524830
T60A_S63A,11.838640,1.045040
T60A_S63A,11.643110,1.989950
T60A_S63A,12.448980,2.231160
T60A_S63A,12.186350,-0.252440
T60A_S63A,12.721370,1.200120
T60A_S63A,12.115750,-0.250690
T60A_S63A,11.820790,0.330800
T60A_S63A,11.935590,0.157960
T60A_S63A,12.123180,2.035130
T60A_S63A,11.687850,3.690960
T60A_S63A,11.923210,4.419050
T60A_S63A,11.402440,4.618430
T60A_S63A,11.355250,3.698490
T60A_S63A,11.786460,4.161330
T60A_S63A,11.880200,5.247380
T60A_S63A,12.112000,4.904400
T60A_S63A,11.479930,5.229220
T60A_S63A,11.052040,4.964310
T60A_S63A,11.390770,4.508390
T60A_S63A,11.730790,5.436960
T60A_S63A,11.794330,6.632470
T60A_S63A,11.972040,5.610070
T60A_S63A,11.705830,6.549610
T60A_S63A,12.306530,6.708590
T60A_S63A,12.075740,8.165720
T60A_S63A,12.481040,7.644300
T60A_S63A,12.437490,6.506570
T60A_S63A,12.710600,5.927050
T60A_S63A,11.808990,5.900320
T60A_S63A,12.189670,6.571340
T60A_S63A,12.269490,6.246400
T60A_S63A,12.025290,6.221100
T60A_S63A,12.184050,4.617380
T60A_S63A,12.246910,4.196530
T60A_S63A,12.101350,4.765540
T60A_S63A,12.021290,2.132430
T60A_S63A,11.634420,4.259110
T60A_S63A,12.416900,6.728440
T60A_S63A,12.322080,5.760650
T60A_S63A,12.110950,3.706710
T60A_S63A,12.617440,5.797750
T60A_S63A,11.475710,6.973980
T60A_S63A,11.705280,4.361850
T60A_S63A,11.703940,4.305280
T60A_S63A,11.611270,8.460480
T60A_S63A,11.661890,6.202500
T60A_S63A,11.628390,5.507500
T60A_S63A,11.919830,6.378210
T60A_S63A,11.635630,5.798800
T60A_S63A,12.195470,5.019940
T60A_S63A,12.353730,5.693000
T60A_S63A,12.112610,5.113850
T60A_S63A,12.244910,3.349980
T60A_S63A,11.834090,5.142920
T60A_S63A,11.883710,5.415500
T60A_S63A,11.459680,3.913780
T60A_S63A,11.535260,2.192400
T60A_S63A,11.881550,3.316880
T60A_S63A,11.891380,2.951700
T60A_S63A,11.654030,2.107080
T60A_S63A,12.383730,0.232300
T60A_S63A,11.827840,3.171630
T60A_S63A,10.815680,2.539320
T60A_S63A,11.081820,3.575550
T60A_S63A,11.172030,2.273260
T60A_S63A,11.118880,1.541380
T60A_S63A,11.743920,1.917640
T60A_S63A,11.640910,2.256780
T60A_S63A,10.775350,4.552050
T60A_S63A,12.030890,6.222010
T60A_S63A,11.574420,6.535040
T60A_S63A,11.040860,3.697360
T60A_S63A,11.562090,6.472910
T60A_S63A,11.712900,4.417780
T60A_S63A,12.245250,4.404930
T60A_S63A,11.231740,4.031700
T60A_S63A,11.291120,3.074460
T60A_S63A,11.339770,3.116480
T60A_S63A,11.107360,3.545200
T60A_S63A,10.629550,1.353060
T60A_S63A,11.654670,2.720290
T60A_S63A,11.495770,3.049100
T60A_S63A,11.314480,1.498700
T60A_S63A,10.525120,2.566390
T60A_S63A,11.087220,3.180470
T60A_S63A,11.049800,1.331140
T60A_S63A,11.314350,1.004960
T60A_S63A,11.728150,1.930980
T60A_S63A,12.291940,1.762510
T60A_S63A,11.714340,0.713110
T60A_S63A,12.536960,2.130460
T60A_S63A,12.636680,3.981250
T60A_S63A,12.795370,1.795380
T60A_S63A,13.419820,2.113290
T60A_S63A,12.695350,2.704660
T60A_S63A,11.520390,2.644470
T60A_S63A,12.618940,4.133750
T60A_S63A,11.846210,3.570340
T60A_S63A,12.043200,4.927600
T60A_S63A,12.519260,3.117600
T60A_S63A,11.744130,2.212150
T60A_S63A,11.306190,1.586990
T60A_S63A,11.816110,0.176460
T60A_S63A,11.519870,1.577800
T60A_S63A,12.105910,2.179060
T60A_S63A,11.980440,2.216340
T60A_S63A,10.873770,2.597220
T60A_S63A,11.408690,3.618470
T60A_S63A,11.568000,4.285470
T60A_S63A,10.896810,3.915440
T60A_S63A,11.751660,6.699450
T60A_S63A,11.918790,4.441130
T60A_S63A,12.318600,6.412010
T60A_S63A,12.615990,5.446880
T60A_S63A,12.003840,5.473450
T60A_S63A,12.053360,7.023190
T60A_S63A,12.213760,4.985140
T60A_S63A,12.469710,6.803930
T60A_S63A,12.459000,5.163430
T60A_S63A,12.014470,5.251960
T60A_S63A,11.096700,5.935680
T60A_S63A,10.820060,7.102930
T60A_S63A,10.478590,5.790360
T60A_S63A,11.269230,8.155500
T60A_S63A,11.272550,6.268970
T60A_S63A,9.846050,3.303180
T60A_S63A,10.327100,1.394940
T60A_S63A,11.280650,2.849240
T60A_S63A,10.627160,2.684840
T60A_S63A,10.724430,4.173580
T60A_S63A,10.376970,3.006920
T60A_S63A,10.402460,4.080230
T60A_S63A,9.701570,5.477310
T60A_S63A,9.798320,5.547460
T60A_S63A,10.572270,5.224140
T60A_S63A,10.979210,7.465630
T60A_S63A,11.096640,8.423500
T60A_S63A,10.658650,7.274260
T60A_S63A,10.750700,5.422180
T60A_S63A,-52.000100,3.737580
T60A_S63A,-53.420720,4.301660
T60A_S63A,11.096610,9.777030
T60A_S63A,10.100410,8.418830
T60A_S63A,10.778790,7.503350
T60A_S63A,10.806080,7.982150
T60A_S63A,10.844140,6.593300
T60A_S63A,11.747640,5.654950
T60A_S63A,12.256350,6.643800
T60A_S63A,11.736180,8.620060
T60A_S63A,12.011280,7.163870
T60A_S63A,10.990150,7.641050
T60A_S63A,11.098050,7.072060
T60A_S63A,10.362390,5.306570
T60A_S63A,10.112320,4.492910
T60A_S63A,9.962690,4.110690
T60A_S63A,10.713130,6.537490
T60A_S63A,10.750510,8.819490
T60A_S63A,10.608500,9.577250
T60A_S63A,10.737790,7.126850
T60A_S63A,10.172140,4.880730
T60A_S63A,10.073560,4.327300
T60A_S63A,11.150210,5.931890
T60A_S63A,10.484880,5.478690
T60A_S63A,10.453840,5.150790
T60A_S63A,10.401600,5.650900
T60A_S63A,11.093190,7.248090
T60A_S63A,11.651140,6.710980
T60A_S63A,11.705200,6.370290
T60A_S63A,11.307010,7.136860
T60A_S63A,9.830490,7.320170
T60A_S63A,10.659130,6.841830
T60A_S63A,11.283230,6.783590
T60A_S63A,11.543480,7.325720
T60A_S63A,10.882020,5.880650
T60A_S63A,10.697890,6.009580
T60A_S63A,10.924040,3.753210
T60A_S63A,10.818210,4.728280
T60A_S63A,9.926360,5.871700
T60A_S63A,11.038600,5.653070
T60A_S63A,10.308240,5.042520
T60A_S63A,10.924700,3.724790
T60A_S63A,10.559550,4.367180
T60A_S63A,10.522490,4.295860
T60A_S63A,9.625810,4.677080
T60A_S63A,8.470400,3.298820
T60A_S63A,10.415990,3.115890
T60A_S63A,9.446700,0.760180
T60A_S63A,10.469950,-0.509920
T60A_S63A,-53.635820,2.477860
T60A_S63A,-51.819420,4.045640
T60A_S63A,-51.238610,4.349900
T60A_S63A,-51.885090,5.691880
T60A_S63A,-51.502230,3.346720
T60A_S63A,-52.341430,1.786870
T60A_S63A,-50.652810,1.030430
T60A_S63A,-51.893780,3.705050
T60A_S63A,-50.735360,2.503530
T60A_S63A,-52.070660,-0.279600
T60A_S63A,-51.643630,0.431260
T60A_S63A,-50.757600,2.345130
T60A_S63A,-50.737460,4.011540
T60A_S63A,-52.648970,3.444290
T60A_S63A,-50.324890,0.662460
T60A_S63A,-51.232530,3.019330
T60A_S63A,-50.530030,-1.287200
T60A_S63A,-51.731860,1.818790
T60A_S63A,-48.953140,4.778680
T60A_S63A,-51.314240,6.728550
T60A_S63A,-53.211540,2.861450
T60A_S63A,-51.460220,1.078570
T60A_S63A,8.541750,-7.663090
T60A_S63A,-48.241100,3.097810
T60A_S63A,-46.786590,2.805230
T60A_S63A,-48.332050,0.042420
T60A_S63A,-46.383790,-1.030190
T60A_S63A,-44.733000,-0.265630
T60A_S63A,-42.898240,0.562940
T60A_S63A,-43.585920,4.163970
T60A_S63A,-45.105980,2.854530
T60A_S63A,-47.409640,2.000480
T60A_S63A,-45.940080,0.236890
T60A_S63A,-46.006010,0.136950
T60A_S63A,-50.148940,-3.251720
T60A_S63A,-51.376540,-3.886650
T60A_S63A,-55.055440,-3.260070
T60A_S63A,6.266600,-7.718990
T60A_S63A,-56.849490,-3.243400
T60A_S63A,-56.576330,-1.930170
T60A_S63A,-55.570680,-3.193370
T60A_S63A,6.491180,-7.847980
T60A_S63A,-57.288650,-2.435840
T60A_S63A,-57.647910,-5.322230
T60A_S63A,-61.520900,-9.049680
T60A_S63A,6.572850,-11.433800
T60A_S63A,4.903110,-12.355210
T60A_S63A,4.807210,-9.448230
T60A_S63A,-61.118230,-5.407360
T60A_S63A,-62.918890,-5.595110
T60A_S63A,5.252170,-9.527780
T60A_S63A,5.948760,-7.484830
T60A_S63A,-62.525500,-2.819900
T60A_S63A,6.264630,-9.598500
T60A_S63A,5.661020,-9.404900
T60A_S63A,-62.857280,-4.656390
T60A_S63A,-61.518550,-6.559170
T60A_S63A,-59.321460,-6.037820
T60A_S63A,-61.367690,-6.640160
T60A_S63A,6.653480,-13.178910
T60A_S63A,6.182680,-11.137690
T60A_S63A,6.461750,-10.774370
T60A_S63A,6.615050,-12.756790
T60A_S63A,8.029600,-8.790890
T60A_S63A,7.418960,-7.861460
T60A_S63A,5.192030,-11.377700
T60A_S63A,4.806790,-12.450170
T60A_S63A,3.706590,-16.414400
T60A_S63A,3.902080,-15.762790
T60A_S63A,3.267490,-17.362700
T60A_S63A,3.635920,-16.903920
T60A_S63A,3.041830,-16.217320
T60A_S63A,2.964600,-17.360300
T60A_S63A,3.162710,-17.195140
T60A_S63A,3.457970,-18.248530
T60A_S63A,3.886010,-16.757910
T60A_S63A,2.895490,-17.295200
T60A_S63A,2.403440,-15.226970
T60A_S63A,2.420150,-14.117750
T60A_S63A,2.139430,-14.893120
T60A_S63A,2.171070,-15.539960
T60A_S63A,1.818710,-15.844410
T60A_S63A,2.818800,-16.338690
T60A_S63A,3.413300,-14.013480
T60A_S63A,3.387570,-14.706980
T60A_S63A,3.909690,-14.907200
T60A_S63A,3.503270,-16.676080
T60A_S63A,4.028830,-15.262400
T60A_S63A,4.188830,-12.782430
T60A_S63A,4.355890,-13.239650
T60A_S63A,4.142380,-12.451680
T60A_S63A,5.126880,-11.953620
T60A_S63A,6.711190,-14.507610
T60A_S63A,2.308990,-18.232430
T60A_S63A,2.388600,-18.981570
T60A_S63A,2.232710,-18.257740
T60A_S63A,0.993630,-18.518250
T60A_S63A,3.979130,-18.844820
T60A_S63A,3.342060,-19.046780
T60A_S63A,0.940300,-17.869460
T60A_S63A,2.530950,-19.381030
T60A_S63A,5.034890,-21.224590
T60A_S63A,4.897400,-22.546490
T60A_S63A,5.653580,-22.991320
T60A_S63A,7.057340,-22.615660
T60A_S63A,6.506850,-22.246720
T60A_S63A,7.449300,-21.099690
T60A_S63A,6.753030,-21.476980
T60A_S63A,7.113130,-21.095940
T60A_S63A,7.132530,-21.857160
T60A_S63A,5.759110,-20.223830
T60A_S63A,5.807860,-21.310930
T60A_S63A,6.220800,-21.282320
T60A_S63A,5.522890,-22.202330
T60A_S63A,5.745750,-23.164920
T60A_S63A,6.284070,-22.021820
T60A_S63A,6.180110,-21.418810
T60A_S63A,6.600570,-21.381610
T60A_S63A,6.329910,-19.098970
T60A_S63A,7.230580,-18.913180
T60A_S63A,5.757350,-18.421630
T60A_S63A,7.000620,-18.783270
T60A_S63A,7.716050,-18.383550
T60A_S63A,7.629960,-17.862210
T60A_S63A,8.025770,-18.415210
T60A_S63A,7.712690,-18.539670
T60A_S63A,7.668500,-20.428200
T60A_S63A,7.917590,-19.950540
T60A_S63A,7.990910,-20.711500
T60A_S63A,7.490970,-21.015880
T60A_S63A,7.455930,-18.917950
T60A_S63A,7.274740,-19.134190
T60A_S63A,8.570550,-19.555270
T60A_S63A,8.094480,-19.646130
T60A_S63A,8.296510,-20.971110
T60A_S63A,7.038990,-21.004410
T60A_S63A,7.482000,-20.147780
T60A_S63A,7.185240,-20.865150
T60A_S63A,7.634980,-19.015220
T60A_S63A,6.870790,-20.434110
T60A_S63A,8.219230,-20.729160
T60A_S63A,7.743890,-21.017880
T60A_S63A,8.060430,-21.457380
T60A_S63A,7.640420,-20.591400
T60A_S63A,7.947260,-18.522450
T60A_S63A,8.207270,-19.559530
T60A_S63A,7.559560,-19.707550
T60A_S63A,7.499310,-21.415680
T60A_S63A,7.659250,-20.924090
T60A_S63A,7.543650,-22.148920
T60A_S63A,7.811480,-22.860910
T60A_S63A,7.547500,-22.659780
T60A_S63A,8.422360,-23.671650
T60A_S63A,8.610300,-23.535820
T60A_S63A,7.413750,-23.672760
T60A_S63A,6.008270,-23.194790
T60A_S63A,5.449420,-23.351140
T60A_S63A,4.959950,-24.971850
T60A_S63A,4.793300,-23.970670
T60A_S63A,4.839530,-24.398960
T60A_S63A,4.563080,-22.514680
T60A_S63A,3.931230,-23.186700
T60A_S63A,2.591300,-20.946710
T60A_S63A,4.569890,-19.708120
T60A_S63A,3.036820,-18.394070
T60A_S63A,3.833090,-19.528390
T60A_S63A,3.288580,-16.871240
T60A_S63A,4.380230,-16.676920
T60A_S63A,4.979130,-16.537050
T60A_S63A,5.683090,-18.187480
T60A_S63A,4.187490,-15.735680
T60A_S63A,3.032040,-16.698560
T60A_S63A,3.103300,-18.779990
T60A_S63A,4.628410,-17.642680
T60A_S63A,4.124790,-17.710940
T60A_S63A,5.686070,-12.718590
T60A_S63A,3.751120,-16.360930
T60A_S63A,3.921200,-13.536980
T60A_S63A,2.207040,-11.012190
T60A_S63A,-0.466750,-12.710330
T60A_S63A,-22.628240,16.350810
T60A_S63A,-2.416820,-14.817060
T60A_S63A,-5.641610,-13.037310
T60A_S63A,-1.048140,-11.478340
T60A_S63A,1.315770,-9.339700
T60A_S63A,-25.604770,14.770940
T60A_S63A,-26.745500,13.534220
T60A_S63A,-3.042810,-15.631700
T60A_S63A,-21.795800,10.554880
T60A_S63A,-3.687560,-16.567550
T60A_S63A,-3.983000,-19.175150
T60A_S63A,-6.427350,-17.498220
T60A_S63A,-6.953120,-16.441580
T60A_S63A,-8.273360,-19.751230
T60A_S63A,-5.570720,-20.067510
T60A_S63A,-9.430700,-21.051960
T60A_S63A,-6.376810,-20.497600
T60A_S63A,-3.899450,-20.767530
T60A_S63A,-1.201620,-18.521210
T60A_S63A,1.621800,-18.708120
T60A_S63A,2.466070,-19.329590
T60A_S63A,-0.971970,-21.282200
T60A_S63A,-1.949170,-21.559900
T60A_S63A,1.647320,-20.360360
T60A_S63A,3.748990,-20.648460
T60A_S63A,5.835060,-18.620310
T60A_S63A,5.496200,-18.224430
T60A_S63A,7.896490,-17.566020
T60A_S63A,8.011160,-13.662000
T60A_S63A,6.179920,-15.384960
T60A_S63A,5.720100,-14.622430
T60A_S63A,4.151230,-15.476790
T60A_S63A,4.019880,-15.741010
T60A_S63A,4.382270,-11.610770
T60A_S63A,4.418780,-12.761800
T60A_S63A,5.166710,-13.979040
T60A_S63A,5.716970,-14.994860
T60A_S63A,6.834300,-13.239510
T60A_S63A,5.382990,-18.351820
T60A_S63A,5.874030,-16.438370
T60A_S63A,5.739390,-17.433890
T60A_S63A,5.437980,-17.526610
T60A_S63A,4.522730,-17.432320
T60A_S63A,5.845610,-17.173840
T60A_S63A,5.374940,-20.692330
T60A_S63A,4.444270,-21.605110
T60A_S63A,4.968590,-20.628110
T60A_S63A,5.112540,-19.741580
T60A_S63A,5.231850,-19.117530
T60A_S63A,6.638440,-20.206480
T60A_S63A,4.976670,-19.818350
T60A_S63A,5.377180,-19.582290
T60A_S63A,5.862490,-19.226310
T60A_S63A,7.132470,-18.380270
T60A_S63A,6.203320,-19.298430
T60A_S63A,6.592060,-19.337200
T60A_S63A,6.272760,-19.290190
T60A_S63A,7.604220,-17.689710
T60A_S63A,7.208520,-19.138420
T60A_S63A,6.828440,-20.315120
T60A_S63A,6.419960,-19.540000
T60A_S63A,6.973660,-19.612910
T60A_S63A,7.019890,-20.367260
T60A_S63A,5.852290,-21.080020
T60A_S63A,6.880070,-20.648190
T60A_S63A,6.748020,-22.279460
T60A_S63A,5.065680,-22.928490
T60A_S63A,7.325710,-22.404140
T60A_S63A,6.615040,-23.644250
T60A_S63A,6.636480,-23.130390
T60A_S63A,6.890840,-23.491700
T60A_S63A,6.436790,-22.913150
T60A_S63A,6.969590,-22.129500
T60A_S63A,6.242510,-23.384860
T60A_S63A,7.017800,-22.263980
T60A_S63A,6.051180,-22.977470
T60A_S63A,6.024430,-22.341210
T60A_S63A,6.835590,-20.811200
T60A_S63A,7.522960,-21.572700
T60A_S63A,6.924740,-21.276370
T60A_S63A,7.448040,-20.999630
T60A_S63A,6.936970,-20.972600
T60A_S63A,5.982850,-20.219820
T60A_S63A,7.542830,-20.779990
T60A_S63A,7.447260,-19.070980
T60A_S63A,7.696270,-19.799070
T60A_S63A,6.755000,-17.521310
T60A_S63A,6.724860,-17.627750
T60A_S63A,5.795480,-19.437560
T60A_S63A,5.192700,-19.768600
T60A_S63A,5.840480,-22.641460
T60A_S63A,5.987960,-22.746030
T60A_S63A,6.288980,-21.931560
T60A_S63A,6.506780,-24.177520
T60A_S63A,6.490860,-24.377680
T60A_S63A,4.454600,-23.941720
T60A_S63A,5.584020,-23.531140
T60A_S63A,5.907720,-23.415860
T60A_S63A,6.529100,-23.768930
T60A_S63A,6.780600,-22.407440
T60A_S63A,7.098420,-23.401980
T60A_S63A,6.841750,-23.532070
T60A_S63A,6.858920,-22.322630
T60A_S63A,6.773940,-21.918830
T60A_S63A,6.527870,-20.589040
T60A_S63A,6.642000,-22.001630
T60A_S63A,5.493490,-22.044800
T60A_S63A,6.861130,-20.638430
T60A_S63A,6.042930,-21.713750
T60A_S63A,6.672010,-20.547140
T60A_S63A,7.064100,-20.287200
T60A_S63A,6.930010,-20.621700
T60A_S63A,6.381120,-22.196020
T60A_S63A,5.982270,-22.453200
T60A_S63A,5.981640,-22.973060
T60A_S63A,6.373010,-23.156210
T60A_S63A,6.644610,-21.835200
T60A_S63A,6.125520,-22.811830
T60A_S63A,6.746660,-22.980660
T60A_S63A,7.382920,-22.801820
T60A_S63A,6.652510,-20.823930
T60A_S63A,6.526430,-18.383670
T60A_S63A,6.653550,-20.012210
T60A_S63A,6.298090,-19.676030
T60A_S63A,7.364720,-19.250410
T60A_S63A,6.434980,-19.497770
T60A_S63A,6.223450,-15.600520
T60A_S63A,7.152990,-15.695990
T60A_S63A,7.782450,-17.191950
T60A_S63A,7.988160,-16.931660
T60A_S63A,7.227720,-16.739520
T60A_S63A,6.074170,-19.529380
T60A_S63A,6.594990,-19.606350
T60A_S63A,7.276880,-20.254890
T60A_S63A,7.207890,-21.148530
T60A_S63A,6.064300,-20.515850
T60A_S63A,6.757560,-20.914340
T60A_S63A,7.544570,-19.048830
T60A_S63A,7.594310,-16.794450
T60A_S63A,7.270940,-18.782270
T60A_S63A,6.921350,-18.573500
T60A_S63A,7.427010,-19.698560
T60A_S63A,7.603660,-19.493470
T60A_S63A,7.294700,-20.530110
T60A_S63A,6.293320,-20.754670
T60A_S63A,6.528530,-21.102300
T60A_S63A,6.810240,-20.004180
T60A_S63A,6.803790,-21.016320
T60A_S63A,6.731810,-20.258750
T60A_S63A,6.895500,-20.018010
T60A_S63A,7.091080,-18.299730
T60A_S63A,7.514860,-17.994020
T60A_S63A,6.377200,-19.291560
T60A_S63A,6.851330,-18.008820
T60A_S63A,6.862850,-17.439360
T60A_S63A,7.601780,-15.540130
T60A_S63A,7.104180,-15.197690
T60A_S63A,8.623390,-13.173280
T60A_S63A,7.689480,-12.488210
T60A_S63A,7.494100,-15.570170
T60A_S63A,7.043740,-10.160840
T60A_S63A,8.137720,-12.172660
T60A_S63A,8.342430,-12.058800
T60A_S63A,7.410930,-12.690290
T60A_S63A,8.067670,-13.618140
T60A_S63A,6.704350,-13.646470
T60A_S63A,7.529020,-10.736880
T60A_S63A,8.030910,-10.092470
T60A_S63A,8.110310,-11.363400
T60A_S63A,7.749440,-11.006230
T60A_S63A,7.396860,-10.643700
T60A_S63A,7.751650,-12.489210
T60A_S63A,8.996090,-13.991350
T60A_S63A,8.990380,-12.192640
T60A_S63A,8.351130,-11.321280
T60A_S63A,8.578830,-12.762850
T60A_S63A,8.898540,-10.904630
T60A_S63A,8.196820,-6.158980
T60A_S63A,8.330630,-4.745620
T60A_S63A,7.178610,0.556580
T60A_S63A,8.433480,-11.377990
T60A_S63A,8.098060,-9.975020
T60A_S63A,7.437530,-7.633810
T60A_S63A,8.556110,-8.940190
T60A_S63A,8.061020,-4.228690
T60A_S63A,9.032170,-8.595870
T60A_S63A,9.203520,-7.982760
T60A_S63A,9.081550,-7.753720
T60A_S63A,7.567740,-8.829050
T60A_S63A,6.712490,-1.514660
T60A_S63A,6.395440,7.884010
T60A_S63A,4.913910,11.124050
T60A_S63A,7.161180,-2.200100
T60A_S63A,5.790900,2.273000
T60A_S63A,4.022730,11.133870
T60A_S63A,2.888790,7.120430
T60A_S63A,2.022500,10.966560
T60A_S63A,3.231920,4.383670
T60A_S63A,6.000380,-11.043780
T60A_S63A,5.788780,-13.203620
T60A_S63A,4.612960,-3.605800
T60A_S63A,5.023530,-4.573520
T60A_S63A,4.883210,-3.841910
T60A_S63A,5.311600,-10.745950
T60A_S63A,4.527680,-8.582090
T60A_S63A,4.851350,-10.905380
T60A_S63A,5.837680,-9.657420
T60A_S63A,5.928990,-9.293790
T60A_S63A,5.288790,-8.966690
T60A_S63A,5.826860,-8.514790
T60A_S63A,7.740240,-7.092480
T60A_S63A,4.754810,-6.787310
T60A_S63A,6.316040,-9.767910
T60A_S63A,5.743580,-8.695140
T60A_S63A,4.857470,-10.556010
T60A_S63A,6.722380,-10.073190
T60A_S63A,6.249240,-7.376430
T60A_S63A,5.469450,-6.262770
T60A_S63A,4.297850,-3.724840
T60A_S63A,4.881610,-5.539310
T60A_S63A,5.035110,-10.380320
T60A_S63A,5.120240,-6.117110
T60A_S63A,4.561170,-2.419090
T60A_S63A,4.873390,-8.484700
T60A_S63A,6.600940,-6.569210
T60A_S63A,4.381670,-0.972100
T60A_S63A,3.571930,-6.104590
T60A_S63A,3.169100,-0.572500
T60A_S63A,2.850440,-2.128610
T60A_S63A,3.294240,-5.028260
T60A_S63A,5.520920,-9.004530
T60A_S63A,5.165240,-3.815260
T60A_S63A,6.401890,-9.064780
T60A_S63A,5.553630,-7.961570
T60A_S63A,6.346680,-11.181160
T60A_S63A,6.032500,-8.583150
T60A_S63A,5.678200,-12.002790
T60A_S63A,6.477500,-11.889250
T60A_S63A,5.403130,-10.604170
T60A_S63A,3.143240,-6.451340
T60A_S63A,3.414890,-11.654420
T60A_S63A,3.646010,-13.741790
T60A_S63A,4.550420,-14.196460
T60A_S63A,4.837960,-11.446740
T60A_S63A,7.956410,-9.103520
T60A_S63A,9.284360,-7.495130
T60A_S63A,9.241690,-7.042010
T60A_S63A,8.114590,-9.146580
T60A_S63A,6.649760,-11.070450
T60A_S63A,4.244840,-14.893820
T60A_S63A,3.600140,-17.921500
T60A_S63A,3.450870,-17.568560
T60A_S63A,3.239650,-18.310510
T60A_S63A,3.581980,-18.508680
T60A_S63A,2.335060,-20.402770
T60A_S63A,2.856190,-19.002680
T60A_S63A,3.030350,-18.535390
T60A_S63A,4.542950,-16.387420
T60A_S63A,3.995650,-15.923360
T60A_S63A,4.715990,-12.361840
T60A_S63A,6.463270,-11.089130
T60A_S63A,6.171970,-11.630950
T60A_S63A,5.570490,-14.920220
T60A_S63A,4.457850,-16.809890
T60A_S63A,4.518390,-15.884090
T60A_S63A,3.653060,-17.929000
T60A_S63A,4.704030,-15.164700
T60A_S63A,3.239430,-16.292010
T60A_S63A,3.308010,-17.417530
T60A_S63A,3.305640,-17.238560
T60A_S63A,3.986280,-15.950400
T60A_S63A,3.990440,-14.238350
T60A_S63A,3.316650,-16.955360
T60A_S63A,3.655150,-12.666870
T60A_S63A,3.342280,-13.465570
T60A_S63A,2.663180,-13.637500
T60A_S63A,3.486070,-15.752570
T60A_S63A,0.841100,-8.836090
T60A_S63A,0.033660,-14.565710
T60A_S63A,1.729450,-18.424160
T60A_S63A,1.341940,-14.994660
T60A_S63A,2.588650,-17.373910
T60A_S63A,1.867660,-17.534690
T60A_S63A,2.487270,-15.997130
T60A_S63A,1.656560,-3.647800
T60A_S63A,0.808860,4.294290
T60A_S63A,2.455070,-0.744810
T60A_S63A,-0.150000,15.542100
T60A_S63A,1.090620,16.764510
T60A_S63A,1.024470,10.733350
T60A_S63A,0.943310,14.697610
T60A_S63A,-0.148420,15.747430
T60A_S63A,-0.178850,16.881130
T60A_S63A,-0.337280,17.795660
T60A_S63A,-41.174620,-4.574960
T60A_S63A,-0.826420,17.223760
T60A_S63A,-0.810050,18.199940
T60A_S63A,-1.252720,18.816750
T60A_S63A,0.130010,18.583100
T60A_S63A,1.524050,18.759760
T60A_S63A,1.175000,16.359250
T60A_S63A,0.850060,14.283890
T60A_S63A,1.174190,15.722070
T60A_S63A,0.463490,15.352600
T60A_S63A,0.461650,16.527110
T60A_S63A,0.990540,17.750670
