System,TIC1,TIC2
T110A_D111A,-0.547071,-0.448427
T110A_D111A,-0.585357,-0.336587
T110A_D111A,-0.607188,-0.464691
T110A_D111A,-0.603833,-0.788769
T110A_D111A,-0.546500,-0.402618
T110A_D111A,-0.524944,-0.567575
T110A_D111A,-0.523003,-0.570215
T110A_D111A,-0.557285,-0.687960
T110A_D111A,-0.654777,-0.676947
T110A_D111A,-0.548391,-0.634616
T110A_D111A,-0.601267,-0.367064
T110A_D111A,-0.568528,-0.319201
T110A_D111A,-0.639853,-0.259137
T110A_D111A,-0.496038,-0.697738
T110A_D111A,-0.467844,-0.859914
T110A_D111A,-0.533906,-0.607241
T110A_D111A,-0.449457,-0.498672
T110A_D111A,-0.583665,-0.538970
T110A_D111A,-0.613963,-0.452936
T110A_D111A,-0.702364,-0.454321
T110A_D111A,-0.573907,-0.734707
T110A_D111A,-0.574415,-0.708688
T110A_D111A,-0.732585,-0.486555
T110A_D111A,-0.481448,-0.560166
T110A_D111A,-0.626526,-0.630824
T110A_D111A,-0.525032,-0.553088
T110A_D111A,-0.638188,-0.427787
T110A_D111A,-0.581760,-0.532052
T110A_D111A,-0.626947,-0.984474
T110A_D111A,-0.565344,-0.777285
T110A_D111A,-0.558290,-0.991033
T110A_D111A,-0.646746,-0.349170
T110A_D111A,-0.760980,-0.613781
T110A_D111A,-0.510046,-0.786174
T110A_D111A,-0.666140,-0.736737
T110A_D111A,-0.613092,-0.685690
T110A_D111A,-0.773235,-0.489952
T110A_D111A,-0.711413,-0.348415
T110A_D111A,-0.722407,-0.721954
T110A_D111A,-0.634898,-0.887616
T110A_D111A,-0.707511,-0.644743
T110A_D111A,-0.633164,-0.882340
T110A_D111A,-0.641201,-0.905064
T110A_D111A,-0.670628,-0.310180
T110A_D111A,-0.690826,-0.540915
T110A_D111A,-0.669484,-0.499300
T110A_D111A,-0.597746,-0.859140
T110A_D111A,-0.487774,-0.979214
T110A_D111A,-0.536897,-0.953158
T110A_D111A,-0.474741,-1.021937
T110A_D111A,-0.468359,-1.067448
T110A_D111A,-0.467908,-0.831055
T110A_D111A,-0.637127,-0.831956
T110A_D111A,-0.605732,-0.595565
T110A_D111A,-0.604709,-0.682657
T110A_D111A,-0.628970,-0.780264
T110A_D111A,-0.497735,-1.036704
T110A_D111A,-0.475681,-0.879778
T110A_D111A,-0.616503,-0.597882
T110A_D111A,-0.686019,-0.501682
T110A_D111A,-0.654902,-0.429627
T110A_D111A,-0.614938,-0.673754
T110A_D111A,-0.648576,-0.292914
T110A_D111A,-0.509008,-0.728569
T110A_D111A,-0.575648,-0.756927
T110A_D111A,-0.571810,-0.762282
T110A_D111A,-0.517052,-0.575137
T110A_D111A,-0.609534,-0.841261
T110A_D111A,-0.661399,-0.656594
T110A_D111A,-0.679648,-0.857129
T110A_D111A,-0.600541,-0.610613
T110A_D111A,-0.532092,-0.773166
T110A_D111A,-0.606202,-0.762467
T110A_D111A,-0.533665,-0.539245
T110A_D111A,-0.666631,-0.569307
T110A_D111A,-0.577491,-0.650485
T110A_D111A,-0.700764,-0.448567
T110A_D111A,-0.553612,-0.543972
T110A_D111A,-0.673565,-0.618222
T110A_D111A,-0.652963,-0.471409
T110A_D111A,-0.674592,-0.519203
T110A_D111A,-0.624364,-0.133393
T110A_D111A,-0.701401,-0.350176
T110A_D111A,-0.632675,-0.240772
T110A_D111A,-0.677358,-0.472279
T110A_D111A,-0.549690,-0.498904
T110A_D111A,-0.748690,-0.221758
T110A_D111A,-0.773371,-0.150633
T110A_D111A,-0.696684,-0.377696
T110A_D111A,-0.671193,-0.463504
T110A_D111A,-0.565092,-0.357022
T110A_D111A,-0.703173,-0.553306
T110A_D111A,-0.580372,-0.657661
T110A_D111A,-0.665234,-0.436324
T110A_D111A,-0.662091,-0.319827
T110A_D111A,-0.720926,-0.253058
T110A_D111A,-0.623970,-0.404719
T110A_D111A,-0.532173,-0.657213
T110A_D111A,-0.496291,-0.673607
T110A_D111A,-0.612246,-0.750720
T110A_D111A,-0.601421,-0.621401
T110A_D111A,-0.597033,-0.602401
T110A_D111A,-0.551807,-0.898843
T110A_D111A,-0.499516,-0.476761
T110A_D111A,-0.563478,-0.649608
T110A_D111A,-0.606684,-0.411730
T110A_D111A,-0.609889,-0.489678
T110A_D111A,-0.578931,-0.133450
T110A_D111A,-0.511025,-0.524680
T110A_D111A,-0.602119,-0.650260
T110A_D111A,-0.594756,-0.579336
T110A_D111A,-0.500708,-0.470385
T110A_D111A,-0.476461,-0.487610
T110A_D111A,-0.538028,-0.808078
T110A_D111A,-0.460080,-0.761981
T110A_D111A,-0.479611,-0.626038
T110A_D111A,-0.461597,-0.663763
T110A_D111A,-0.500294,-0.417445
T110A_D111A,-0.481785,-0.774557
T110A_D111A,-0.580427,-0.758458
T110A_D111A,-0.639272,-0.344339
T110A_D111A,-0.631885,-0.259976
T110A_D111A,-0.614882,-0.358929
T110A_D111A,-0.534076,-0.365635
T110A_D111A,-0.597421,0.180527
T110A_D111A,-0.556434,-0.473726
T110A_D111A,-0.610565,-0.346188
T110A_D111A,-0.546955,-0.511033
T110A_D111A,-0.514872,-0.515642
T110A_D111A,-0.462585,-0.562046
T110A_D111A,-0.540181,-0.406178
T110A_D111A,-0.403974,-0.438392
T110A_D111A,-0.513165,-0.408170
T110A_D111A,-0.547474,-0.522579
T110A_D111A,-0.553205,-0.098532
T110A_D111A,-0.557575,-0.418968
T110A_D111A,-0.508899,0.076920
T110A_D111A,-0.585894,0.180573
T110A_D111A,-0.563645,-0.062431
T110A_D111A,-0.596778,-0.101920
T110A_D111A,-0.466161,-0.269933
T110A_D111A,-0.632012,-0.484739
T110A_D111A,-0.500555,-0.339230
T110A_D111A,-0.515482,-0.584988
T110A_D111A,-0.418673,-0.707723
T110A_D111A,-0.498273,-0.691413
T110A_D111A,-0.422457,-0.544596
T110A_D111A,-0.686194,-0.096972
T110A_D111A,-0.463428,-0.414441
T110A_D111A,-0.587887,-0.226424
T110A_D111A,-0.559163,0.086804
T110A_D111A,-0.593895,-0.418629
T110A_D111A,-0.642389,-0.457694
T110A_D111A,-0.543901,-0.078297
T110A_D111A,-0.563216,-0.034156
T110A_D111A,-0.470919,-0.210003
T110A_D111A,-0.440416,-0.355554
T110A_D111A,-0.515519,-0.468061
T110A_D111A,-0.514228,-0.458198
T110A_D111A,-0.488309,-0.288713
T110A_D111A,-0.460066,-0.534835
T110A_D111A,-0.504593,-0.686498
T110A_D111A,-0.462109,-0.424950
T110A_D111A,-0.576811,0.352918
T110A_D111A,-0.587812,-0.449421
T110A_D111A,-0.515027,-0.432304
T110A_D111A,-0.495599,-0.288583
T110A_D111A,-0.582216,-0.574455
T110A_D111A,-0.553925,-0.309501
T110A_D111A,-0.600159,-0.225622
T110A_D111A,-0.594284,0.116350
T110A_D111A,-0.617542,-0.135087
T110A_D111A,-0.592693,-0.413869
T110A_D111A,-0.616360,-0.162553
T110A_D111A,-0.534283,-0.414502
T110A_D111A,-0.593240,-0.033993
T110A_D111A,-0.559816,-0.074796
T110A_D111A,-0.599166,-0.268709
T110A_D111A,-0.698625,0.220265
T110A_D111A,-0.607304,-0.084862
T110A_D111A,-0.632703,-0.072542
T110A_D111A,-0.515086,-0.131730
T110A_D111A,-0.510525,0.095899
T110A_D111A,-0.606111,0.041878
T110A_D111A,-0.456755,-0.084566
T110A_D111A,-0.528611,0.392972
T110A_D111A,-0.540254,-0.058245
T110A_D111A,-0.479981,0.199015
T110A_D111A,-0.479370,-0.034362
T110A_D111A,-0.591807,-0.082227
T110A_D111A,-0.498665,0.064336
T110A_D111A,-0.380051,0.281411
T110A_D111A,-0.383891,0.457851
T110A_D111A,-0.243245,-0.014694
T110A_D111A,-0.429861,0.352075
T110A_D111A,-0.534637,0.081122
T110A_D111A,-0.456371,-0.267676
T110A_D111A,-0.497906,0.045584
T110A_D111A,-0.512688,0.014057
T110A_D111A,-0.519229,-0.106350
T110A_D111A,-0.544642,0.122345
T110A_D111A,-0.499248,-0.101921
T110A_D111A,-0.638842,-0.216483
T110A_D111A,-0.659597,0.031437
T110A_D111A,-0.716545,0.409894
T110A_D111A,-0.770628,0.561727
T110A_D111A,-0.739337,0.867465
T110A_D111A,-0.813421,0.721275
T110A_D111A,-0.657538,1.183380
T110A_D111A,-0.493098,1.068580
T110A_D111A,-0.588763,0.926866
T110A_D111A,-0.494710,0.605186
T110A_D111A,-0.512091,0.775250
T110A_D111A,-0.516721,0.825822
T110A_D111A,-0.707258,0.780896
T110A_D111A,-0.786768,1.138378
T110A_D111A,-0.796391,0.991934
T110A_D111A,-0.626131,0.857647
T110A_D111A,-0.653238,1.119489
T110A_D111A,-0.733755,0.810514
T110A_D111A,-0.666006,0.927778
T110A_D111A,-0.611401,0.931194
T110A_D111A,-0.701719,1.137479
T110A_D111A,-0.517180,1.552173
T110A_D111A,-0.593334,0.928419
T110A_D111A,-0.599739,0.949150
T110A_D111A,-0.525403,1.183019
T110A_D111A,-0.724483,1.193151
T110A_D111A,-0.597070,0.778782
T110A_D111A,-0.549345,0.883605
T110A_D111A,-0.534510,0.779927
T110A_D111A,-0.429908,0.559189
T110A_D111A,-0.458002,0.691336
T110A_D111A,-0.475589,0.848263
T110A_D111A,-0.604898,0.908481
T110A_D111A,-0.592167,0.578545
T110A_D111A,-0.642394,0.870450
T110A_D111A,-0.694945,0.702278
T110A_D111A,-0.576895,0.721309
T110A_D111A,-0.526489,0.621510
T110A_D111A,-0.483386,0.664981
T110A_D111A,-0.626157,0.865173
T110A_D111A,-0.711987,0.724438
T110A_D111A,-0.762786,0.854760
T110A_D111A,-0.756482,0.871807
T110A_D111A,-0.721555,1.098007
T110A_D111A,-0.629108,0.911226
T110A_D111A,-0.773073,0.519330
T110A_D111A,-0.748764,0.758448
T110A_D111A,-0.832846,0.821499
T110A_D111A,-0.857813,0.906521
T110A_D111A,-0.975474,1.148869
T110A_D111A,-0.888441,1.275845
T110A_D111A,-0.802258,1.034150
T110A_D111A,-0.819377,0.908947
T110A_D111A,-0.853055,0.889665
T110A_D111A,-0.765980,0.958042
T110A_D111A,-0.776028,0.581988
T110A_D111A,-0.774840,1.114226
T110A_D111A,-0.761077,0.793211
T110A_D111A,-0.834097,0.833686
T110A_D111A,-0.736659,1.284376
T110A_D111A,-0.649395,0.840767
T110A_D111A,-0.702235,1.201895
T110A_D111A,-0.476011,1.062419
T110A_D111A,-0.703648,1.431285
T110A_D111A,-0.806859,1.170728
T110A_D111A,-0.822519,1.085576
T110A_D111A,-0.768869,1.156178
T110A_D111A,-0.720896,1.030537
T110A_D111A,-0.656811,0.788546
T110A_D111A,-0.786116,0.972647
T110A_D111A,-0.829743,0.903331
T110A_D111A,-0.709127,0.878705
T110A_D111A,-0.683997,0.842972
T110A_D111A,-0.813688,1.387533
T110A_D111A,-0.721909,1.313968
T110A_D111A,-0.814583,1.133788
T110A_D111A,-0.694683,0.978173
T110A_D111A,-0.752823,0.973323
T110A_D111A,-0.704944,0.854477
T110A_D111A,-0.754236,1.054461
T110A_D111A,-0.814301,1.199829
T110A_D111A,-0.701778,1.103496
T110A_D111A,-0.788375,1.302739
T110A_D111A,-0.816394,1.527230
T110A_D111A,-0.701916,1.516140
T110A_D111A,-0.656445,1.511511
T110A_D111A,-0.764712,1.224016
T110A_D111A,-0.812953,1.606498
T110A_D111A,-0.773906,1.331196
T110A_D111A,-0.766512,1.206298
T110A_D111A,-0.827994,1.376229
T110A_D111A,-0.833488,1.130602
T110A_D111A,-0.839896,0.887309
T110A_D111A,-0.819474,1.356579
T110A_D111A,-0.785303,1.140248
T110A_D111A,-0.784286,1.366930
T110A_D111A,-0.674342,1.170475
T110A_D111A,-0.719531,0.955682
T110A_D111A,-0.778960,1.388024
T110A_D111A,-0.759344,0.972677
T110A_D111A,-0.694004,1.246851
T110A_D111A,-0.750156,1.018288
T110A_D111A,-0.850047,1.030058
T110A_D111A,-0.659262,0.993852
T110A_D111A,-0.760289,1.405154
T110A_D111A,-0.708717,1.317645
T110A_D111A,-0.616444,1.191683
T110A_D111A,-0.751731,1.364674
T110A_D111A,-0.834207,1.421229
T110A_D111A,-0.821281,1.155772
T110A_D111A,-0.869993,1.138886
T110A_D111A,-0.840295,0.880725
T110A_D111A,-0.788222,1.192328
T110A_D111A,-0.802615,1.090140
T110A_D111A,-0.770779,1.226216
T110A_D111A,-0.617336,0.877952
T110A_D111A,-0.838347,1.141978
T110A_D111A,-0.797639,0.960837
T110A_D111A,-0.718193,0.988120
T110A_D111A,-0.768896,0.940497
T110A_D111A,-0.753688,1.088015
T110A_D111A,-0.746577,0.856400
T110A_D111A,-0.763015,0.960113
T110A_D111A,-0.729135,0.730260
T110A_D111A,-0.690674,1.091155
T110A_D111A,-0.686638,0.740174
T110A_D111A,-0.700255,0.786335
T110A_D111A,-0.613879,1.098337
T110A_D111A,-0.637424,1.155707
T110A_D111A,-0.698466,1.136821
T110A_D111A,-0.784757,1.447728
T110A_D111A,-0.730914,0.944090
T110A_D111A,-0.775721,1.206619
T110A_D111A,-0.654857,1.193738
T110A_D111A,-0.700847,1.018494
T110A_D111A,-0.709302,1.105847
T110A_D111A,-0.795829,0.881122
T110A_D111A,-0.841897,0.780592
T110A_D111A,-0.648766,0.848258
T110A_D111A,-0.741833,1.120922
T110A_D111A,-0.739359,1.126379
T110A_D111A,-0.779844,0.828038
T110A_D111A,-0.731029,1.024259
T110A_D111A,-0.706621,1.071744
T110A_D111A,-0.719900,1.235109
T110A_D111A,-0.714733,1.174979
T110A_D111A,-0.770658,1.481065
T110A_D111A,-0.594320,1.067991
T110A_D111A,-0.738748,1.436189
T110A_D111A,-0.814792,1.316033
T110A_D111A,-0.899155,1.431962
T110A_D111A,-0.883401,1.202045
T110A_D111A,-0.745315,1.118899
T110A_D111A,-0.637714,0.985112
T110A_D111A,-0.847155,1.440287
T110A_D111A,-0.762616,1.218657
T110A_D111A,-0.793748,1.143384
T110A_D111A,-0.743156,1.378521
T110A_D111A,-0.760015,1.373214
T110A_D111A,-0.760770,1.428003
T110A_D111A,-0.673671,1.529283
T110A_D111A,-0.728275,1.371133
T110A_D111A,-0.610486,1.223394
T110A_D111A,-0.686588,1.200212
T110A_D111A,-0.688025,1.244847
T110A_D111A,-0.652861,1.321450
T110A_D111A,-0.629497,1.509875
T110A_D111A,-0.562962,1.737081
T110A_D111A,-0.677037,1.520620
T110A_D111A,-0.722704,1.382292
T110A_D111A,-0.639517,1.816611
T110A_D111A,-0.755310,1.548265
T110A_D111A,-0.716319,1.672530
T110A_D111A,-0.753563,1.673885
T110A_D111A,-0.730561,1.383483
T110A_D111A,-0.584046,1.559739
T110A_D111A,-0.693075,1.792372
T110A_D111A,-0.723939,1.392999
T110A_D111A,-0.663899,1.405999
T110A_D111A,-0.601707,1.563127
T110A_D111A,-0.580531,1.186983
T110A_D111A,-0.532340,1.576593
T110A_D111A,-0.541083,1.070516
T110A_D111A,-0.566356,1.150693
T110A_D111A,-0.681845,1.644161
T110A_D111A,-0.820004,1.061204
T110A_D111A,-0.677676,1.392811
T110A_D111A,-0.723985,1.003405
T110A_D111A,-0.623094,0.744361
T110A_D111A,-0.700850,1.164145
T110A_D111A,-0.625155,1.431662
T110A_D111A,-0.631583,1.151438
T110A_D111A,-0.608571,1.572636
T110A_D111A,-0.693992,1.317648
T110A_D111A,-0.652723,1.245055
T110A_D111A,-0.615839,1.001677
T110A_D111A,-0.667183,1.708920
T110A_D111A,-0.754936,1.295412
T110A_D111A,-0.757233,1.633653
T110A_D111A,-0.815440,1.351938
T110A_D111A,-0.739644,1.073334
T110A_D111A,-0.740279,1.206953
T110A_D111A,-0.754071,1.736069
T110A_D111A,-0.705580,1.006320
T110A_D111A,-0.721783,1.296301
T110A_D111A,-0.755800,1.377561
T110A_D111A,-0.764579,1.342329
T110A_D111A,-0.855962,1.271608
T110A_D111A,-0.865781,1.287966
T110A_D111A,-0.723766,0.788994
T110A_D111A,-0.817074,1.005388
T110A_D111A,-0.781537,1.006723
T110A_D111A,-0.789539,1.347084
T110A_D111A,-0.770366,1.239873
T110A_D111A,-0.787543,1.078668
T110A_D111A,-0.680764,1.315277
T110A_D111A,-0.772260,1.405464
T110A_D111A,-0.757602,1.617832
T110A_D111A,-0.825670,1.608699
T110A_D111A,-0.724913,1.920602
T110A_D111A,-0.678717,1.741882
T110A_D111A,-0.938994,1.809510
T110A_D111A,-0.841758,1.822342
T110A_D111A,-0.822993,1.948220
T110A_D111A,-0.733136,1.826407
T110A_D111A,-0.911127,1.731007
T110A_D111A,-0.791724,1.705317
T110A_D111A,-0.812541,1.657123
T110A_D111A,-0.921957,1.854850
T110A_D111A,-0.898326,1.938497
T110A_D111A,-0.868884,1.692509
T110A_D111A,-0.799608,1.922705
T110A_D111A,-0.798739,1.572004
T110A_D111A,-0.768808,1.434726
T110A_D111A,-0.890686,2.126437
T110A_D111A,-0.889089,1.987561
T110A_D111A,-0.793872,1.956152
T110A_D111A,-0.821496,1.769419
T110A_D111A,-0.769973,1.800198
T110A_D111A,-0.746845,1.960227
T110A_D111A,-0.727418,2.124772
T110A_D111A,-0.773084,1.951315
T110A_D111A,-0.875185,2.078992
T110A_D111A,-0.848622,1.755859
T110A_D111A,-0.841384,1.745559
T110A_D111A,-0.738340,1.737383
T110A_D111A,-0.678187,1.837565
T110A_D111A,-0.679068,1.726260
T110A_D111A,-0.674914,1.258716
T110A_D111A,-0.891614,1.758643
T110A_D111A,-0.817315,1.860557
T110A_D111A,-0.797133,1.876844
T110A_D111A,-0.741499,2.104471
T110A_D111A,-0.845914,2.118012
T110A_D111A,-0.936983,1.832147
T110A_D111A,-0.700087,1.210432
T110A_D111A,-0.653831,1.331688
T110A_D111A,-0.687532,1.387145
T110A_D111A,-0.625431,1.447230
T110A_D111A,-0.792812,1.598283
T110A_D111A,-0.675224,1.642185
T110A_D111A,-0.673215,1.665031
T110A_D111A,-0.674681,1.354047
T110A_D111A,-0.779444,1.466395
T110A_D111A,-0.864499,1.699552
T110A_D111A,-0.609908,1.765614
T110A_D111A,-0.730361,1.358244
T110A_D111A,-0.704258,1.372414
T110A_D111A,-0.799799,1.502760
T110A_D111A,-0.822058,1.820324
T110A_D111A,-0.800055,1.780734
T110A_D111A,-0.857152,1.655854
T110A_D111A,-0.798543,1.791592
T110A_D111A,-0.762589,1.719889
T110A_D111A,-0.677680,1.783024
T110A_D111A,-0.847089,1.958044
T110A_D111A,-0.778472,1.935700
T110A_D111A,-0.574405,1.723527
T110A_D111A,-0.772539,1.343021
T110A_D111A,-0.675438,1.957545
T110A_D111A,-0.724306,1.683485
T110A_D111A,-0.820121,1.769099
T110A_D111A,-0.769054,1.776055
T110A_D111A,-0.703192,1.766227
T110A_D111A,-0.679296,1.495657
T110A_D111A,-0.669585,1.815002
T110A_D111A,-0.648556,1.964923
T110A_D111A,-0.702960,2.090888
T110A_D111A,-0.652121,1.863051
T110A_D111A,-0.861451,2.334736
T110A_D111A,-0.607431,2.073328
T110A_D111A,-0.700681,2.009096
T110A_D111A,-0.639592,1.772797
T110A_D111A,-0.700573,1.707764
T110A_D111A,-0.669450,1.694061
T110A_D111A,-0.614959,1.803751
T110A_D111A,-0.643559,1.757074
T110A_D111A,-0.723798,1.938891
T110A_D111A,-0.603767,1.981478
T110A_D111A,-0.657083,1.796859
T110A_D111A,-0.624541,1.903649
T110A_D111A,-0.670521,1.813379
T110A_D111A,-0.702579,1.523032
T110A_D111A,-0.716888,1.680458
T110A_D111A,-0.638034,1.670632
T110A_D111A,-0.680892,1.637980
T110A_D111A,-0.784894,1.371015
T110A_D111A,-0.693229,1.576322
T110A_D111A,-0.819045,1.792254
T110A_D111A,-0.723066,1.965253
T110A_D111A,-0.724770,1.764791
T110A_D111A,-0.772460,1.673326
T110A_D111A,-0.730138,2.086716
T110A_D111A,-0.814512,1.678687
T110A_D111A,-0.813150,1.537424
T110A_D111A,-0.811912,1.563799
T110A_D111A,-0.717565,1.411239
T110A_D111A,-0.869357,1.123963
T110A_D111A,-0.830298,1.307049
T110A_D111A,-0.818096,1.171529
T110A_D111A,-0.773689,1.508574
T110A_D111A,-0.617748,1.300159
T110A_D111A,-0.862478,1.471160
T110A_D111A,-0.742327,1.649999
T110A_D111A,-0.719958,1.613533
T110A_D111A,-0.661502,1.713739
T110A_D111A,-0.731795,1.251865
T110A_D111A,-0.730323,1.451135
T110A_D111A,-0.673763,1.068827
T110A_D111A,-0.650335,1.170144
T110A_D111A,-0.805011,1.337659
T110A_D111A,-0.667146,1.058478
T110A_D111A,-0.603175,1.706170
T110A_D111A,-0.613633,1.433181
T110A_D111A,-0.776568,1.079726
T110A_D111A,-0.704715,1.048780
T110A_D111A,-0.693577,1.650882
T110A_D111A,-0.689718,1.225751
T110A_D111A,-0.757489,1.201754
T110A_D111A,-0.753403,1.509825
T110A_D111A,-0.715611,1.148185
T110A_D111A,-0.807334,1.277119
T110A_D111A,-0.669266,0.935700
T110A_D111A,-0.869637,1.006123
T110A_D111A,-0.830564,1.581215
T110A_D111A,-0.746326,1.428256
T110A_D111A,-0.818707,1.479846
T110A_D111A,-0.761756,1.068821
T110A_D111A,-0.768431,1.080542
T110A_D111A,-0.593251,0.806917
T110A_D111A,-0.721053,1.039412
T110A_D111A,-0.860676,1.034629
T110A_D111A,-0.700075,0.864042
T110A_D111A,-0.755977,0.970292
T110A_D111A,-0.739560,1.016658
T110A_D111A,-0.708950,1.752777
T110A_D111A,-0.795988,1.523408
T110A_D111A,-0.792880,1.502113
T60A_S63A,1.284537,1.975221
T60A_S63A,1.387857,1.596191
T60A_S63A,0.996020,1.812066
T60A_S63A,1.265512,1.718991
T60A_S63A,1.225316,1.558534
T60A_S63A,1.614371,1.859223
T60A_S63A,1.012232,1.716885
T60A_S63A,1.320845,1.666078
T60A_S63A,1.012610,1.849222
T60A_S63A,1.481177,1.739243
T60A_S63A,1.460970,1.650579
T60A_S63A,1.131441,1.585420
T60A_S63A,1.267052,1.468064
T60A_S63A,1.152733,1.177873
T60A_S63A,1.358053,1.141719
T60A_S63A,1.172326,1.562361
T60A_S63A,1.198750,1.278476
T60A_S63A,0.921135,1.050161
T60A_S63A,1.552542,1.006417
T60A_S63A,1.019392,1.354184
T60A_S63A,1.086075,1.622881
T60A_S63A,1.352206,1.365133
T60A_S63A,1.171193,1.370010
T60A_S63A,1.187742,1.370130
T60A_S63A,1.224318,1.095970
T60A_S63A,1.177384,1.099014
T60A_S63A,1.362512,1.086681
T60A_S63A,0.989292,0.997609
T60A_S63A,0.823925,0.474478
T60A_S63A,0.966195,0.979529
T60A_S63A,1.033426,0.975329
T60A_S63A,1.268536,0.932537
T60A_S63A,1.262591,0.663161
T60A_S63A,1.365163,0.601644
T60A_S63A,1.409420,0.818574
T60A_S63A,1.307996,0.651298
T60A_S63A,1.264447,0.638092
T60A_S63A,1.139095,0.925489
T60A_S63A,1.120342,0.954268
T60A_S63A,1.043114,0.857773
T60A_S63A,1.080376,0.897650
T60A_S63A,0.870628,0.741784
T60A_S63A,0.795770,0.949804
T60A_S63A,0.969187,0.690606
T60A_S63A,0.818112,0.848691
T60A_S63A,0.630080,1.107943
T60A_S63A,0.876715,0.791606
T60A_S63A,0.973098,0.735386
T60A_S63A,0.994987,0.575586
T60A_S63A,1.035138,0.388740
T60A_S63A,1.011978,0.403274
T60A_S63A,0.934364,0.406430
T60A_S63A,0.968628,0.338224
T60A_S63A,1.117887,0.542306
T60A_S63A,1.140292,0.108615
T60A_S63A,0.905525,0.058755
T60A_S63A,0.967339,0.292012
T60A_S63A,0.810192,0.554021
T60A_S63A,0.670268,0.448753
T60A_S63A,0.798211,0.688317
T60A_S63A,1.005339,0.691758
T60A_S63A,1.178326,0.472684
T60A_S63A,1.041616,0.171176
T60A_S63A,0.845084,0.319863
T60A_S63A,0.989628,0.264880
T60A_S63A,1.120164,0.348768
T60A_S63A,1.150054,0.104939
T60A_S63A,1.168145,0.220341
T60A_S63A,1.401939,0.217480
T60A_S63A,1.398819,0.144889
T60A_S63A,1.182072,0.103401
T60A_S63A,1.207268,0.316565
T60A_S63A,1.044138,0.495403
T60A_S63A,1.053270,0.295543
T60A_S63A,1.172953,0.126287
T60A_S63A,1.159495,0.503108
T60A_S63A,1.117221,0.615026
T60A_S63A,1.118595,0.466491
T60A_S63A,0.729865,0.505445
T60A_S63A,1.045386,0.685068
T60A_S63A,1.288856,0.267959
T60A_S63A,1.059923,0.381651
T60A_S63A,1.006093,0.679683
T60A_S63A,1.025023,0.634767
T60A_S63A,1.051824,0.976098
T60A_S63A,0.822651,0.903790
T60A_S63A,1.241534,0.726664
T60A_S63A,1.006959,1.091010
T60A_S63A,1.020140,1.079199
T60A_S63A,1.126155,0.718958
T60A_S63A,0.947577,0.983151
T60A_S63A,1.057860,1.110515
T60A_S63A,0.727599,1.237768
T60A_S63A,0.686154,1.230667
T60A_S63A,0.612905,1.019306
T60A_S63A,0.815357,1.143696
T60A_S63A,0.764375,1.277555
T60A_S63A,0.753058,0.794848
T60A_S63A,1.036556,0.979587
T60A_S63A,0.854903,0.967892
T60A_S63A,0.958455,1.195371
T60A_S63A,1.233830,0.914536
T60A_S63A,1.212261,1.100725
T60A_S63A,1.041372,0.950439
T60A_S63A,1.099609,1.007644
T60A_S63A,1.092828,1.006326
T60A_S63A,0.733353,0.622763
T60A_S63A,0.886131,1.244117
T60A_S63A,0.739458,1.026453
T60A_S63A,0.806749,0.985149
T60A_S63A,0.785487,0.761547
T60A_S63A,0.822934,0.895942
T60A_S63A,0.763000,0.729081
T60A_S63A,0.947065,0.823219
T60A_S63A,0.817715,0.602280
T60A_S63A,0.993903,0.453518
T60A_S63A,0.837423,0.732916
T60A_S63A,1.116924,0.845500
T60A_S63A,0.952923,0.783962
T60A_S63A,0.917305,0.523398
T60A_S63A,1.044715,0.920274
T60A_S63A,0.931286,0.712832
T60A_S63A,0.972609,0.508728
T60A_S63A,1.055153,0.892971
T60A_S63A,0.846605,0.886160
T60A_S63A,0.966432,1.289819
T60A_S63A,0.904788,0.932107
T60A_S63A,0.971564,0.830950
T60A_S63A,0.701431,1.030018
T60A_S63A,0.638929,1.092924
T60A_S63A,0.918391,0.818568
T60A_S63A,0.908186,0.789802
T60A_S63A,0.855597,1.317894
T60A_S63A,0.803890,0.970029
T60A_S63A,0.781380,1.135240
T60A_S63A,0.868543,1.283664
T60A_S63A,0.792972,1.029968
T60A_S63A,0.456257,1.350024
T60A_S63A,0.656204,0.852137
T60A_S63A,0.535785,0.819466
T60A_S63A,0.677626,0.865788
T60A_S63A,0.674315,0.392188
T60A_S63A,0.660477,0.628016
T60A_S63A,0.748076,1.222172
T60A_S63A,0.807142,0.975459
T60A_S63A,0.821696,0.806717
T60A_S63A,0.833532,0.989660
T60A_S63A,1.032797,0.805336
T60A_S63A,1.020194,0.762321
T60A_S63A,0.980659,0.630700
T60A_S63A,0.657900,0.993847
T60A_S63A,0.684005,0.719967
T60A_S63A,0.736653,0.828496
T60A_S63A,0.702821,0.577869
T60A_S63A,0.948366,0.772932
T60A_S63A,0.732033,0.963674
T60A_S63A,0.852362,1.046735
T60A_S63A,0.818052,0.787253
T60A_S63A,1.071657,0.851257
T60A_S63A,0.844602,0.529476
T60A_S63A,1.111419,0.626553
T60A_S63A,1.241692,0.435201
T60A_S63A,1.014193,0.718856
T60A_S63A,1.286229,0.524889
T60A_S63A,1.336967,0.322368
T60A_S63A,0.845755,0.384214
T60A_S63A,1.059198,0.801074
T60A_S63A,1.007489,0.345162
T60A_S63A,0.948611,0.601413
T60A_S63A,1.006718,0.467232
T60A_S63A,1.056223,0.862049
T60A_S63A,1.093337,0.510745
T60A_S63A,0.936057,0.557750
T60A_S63A,0.920959,0.944704
T60A_S63A,1.168433,0.853239
