Time_ns,WT,D111A,T110A_D111A,T60A_S63A
55.400000,0.408219,0.257588,2.654926,0.378532
55.500000,0.478456,0.291660,2.671462,0.334584
55.600000,0.460711,0.283031,2.670631,0.347216
55.700000,0.383149,0.279353,2.700487,0.327123
55.800000,0.375142,0.259364,2.675032,0.318155
55.900000,0.367868,0.350695,2.676340,0.328322
56.000000,0.414364,0.304059,2.672872,0.267102
56.100000,0.308687,0.301498,2.660658,0.291327
56.200000,0.398320,0.311081,2.663871,0.272137
56.300000,0.368717,0.333715,2.682282,0.292713
56.400000,0.407269,0.376298,2.665060,0.248084
56.500000,0.364818,0.231413,2.682853,0.240085
56.600000,0.385419,0.359414,2.684200,0.225369
56.700000,0.453784,2.594998,2.636405,0.210297
56.800000,0.456795,0.333245,2.645728,0.286271
56.900000,0.404793,0.355273,2.634136,0.299606
57.000000,0.442404,0.331849,2.630474,0.252846
57.100000,0.447969,0.257114,2.668181,0.255714
57.200000,0.441671,0.230549,2.649387,0.261076
57.300000,0.440743,0.274222,2.663130,0.278975
57.400000,0.452436,0.264049,2.668277,0.298751
57.500000,0.433240,0.303860,2.664433,0.260905
57.600000,0.506471,0.255615,2.661812,0.245668
57.700000,0.430686,0.297082,2.663428,0.252068
57.800000,0.444065,0.231923,2.663185,0.288299
57.900000,0.448143,0.311022,2.668920,0.272466
58.000000,0.349985,0.250236,2.645770,0.264273
58.100000,0.404669,0.306904,2.647420,0.306874
58.200000,0.345694,2.566328,2.633192,0.309368
58.300000,0.308172,0.263600,2.639904,0.275196
58.400000,0.301968,0.229245,2.665595,0.326378
58.500000,0.368070,0.248964,2.651563,0.281917
58.600000,0.433006,0.240088,2.692278,0.292200
58.700000,0.314327,0.260220,2.688414,0.272674
58.800000,0.346084,0.229568,2.727709,0.247662
58.900000,0.325329,0.261648,2.735271,0.254432
59.000000,0.262816,0.277612,2.697586,0.241192
59.100000,0.300798,0.272550,2.706138,0.262227
59.200000,0.297713,0.278636,2.722996,0.283721
59.300000,0.283083,0.280930,0.799067,0.315940
59.400000,0.278862,0.280805,2.723600,0.270285
59.500000,0.314471,0.279877,2.743189,0.243092
59.600000,0.382860,0.281079,2.710584,0.269672
59.700000,0.389295,0.312949,2.718195,0.263466
59.800000,0.379167,0.256879,2.708828,0.278113
59.900000,0.297992,0.262758,2.687823,0.337150
60.000000,0.418102,0.222413,2.683340,0.276011
60.100000,0.363417,0.251268,2.698452,0.274234
60.200000,0.400383,0.231726,2.672197,0.226087
60.300000,0.346378,0.230006,2.670645,0.256776
60.400000,0.351606,0.252636,2.664650,0.247152
60.500000,0.400674,0.244007,2.653205,0.276420
60.600000,0.369198,0.231838,2.674789,0.307086
60.700000,0.376865,0.249119,2.655173,0.329565
60.800000,0.391363,0.234550,2.658480,0.318912
60.900000,0.320793,0.239900,2.662333,0.427359
61.000000,0.327770,0.264045,2.684155,0.337646
61.100000,0.358350,0.246438,2.671436,0.334619
61.200000,0.323270,0.237766,2.681319,0.315542
61.300000,0.339988,0.268266,2.692188,0.338812
61.400000,0.346994,0.263450,2.693482,0.363531
61.500000,0.334832,0.287041,2.690161,0.357671
61.600000,0.334919,0.285216,2.687120,0.327462
61.700000,0.379226,0.230965,2.687016,0.282971
61.800000,0.283585,0.293042,0.867054,0.360913
61.900000,0.336223,0.275892,2.679711,0.303702
62.000000,0.277541,0.317952,0.906287,0.278059
62.100000,0.265068,0.244235,2.770354,0.306715
62.200000,0.278917,0.252623,0.823793,0.319002
62.300000,0.282341,0.323563,0.850452,0.341197
62.400000,0.295851,0.292061,2.723697,0.350066
62.500000,0.342558,0.327991,2.709918,0.372180
62.600000,0.388588,0.347637,0.850083,0.366325
62.700000,0.310715,0.317710,0.851762,0.356250
62.800000,0.397017,0.298673,2.733082,0.353083
62.900000,0.298970,0.324208,2.719449,0.376826
63.000000,0.298827,0.277961,2.721559,0.349819
63.100000,0.272959,0.288246,2.744936,0.391208
63.200000,0.283581,0.305349,0.885657,0.332157
63.300000,0.259242,0.291129,0.800353,0.304841
63.400000,0.301163,0.207735,0.820068,0.351063
63.500000,0.294786,0.314534,2.715637,0.299335
63.600000,0.304770,0.248444,2.697998,0.329170
63.700000,0.328513,0.323376,0.849001,0.368216
63.800000,0.318163,0.318661,2.672026,0.354510
63.900000,0.363155,0.347465,0.846323,0.375522
64.000000,0.386751,0.336460,2.678294,0.345121
64.100000,0.386936,0.323163,2.670051,0.388689
64.200000,0.428762,0.325046,2.721791,0.417375
64.300000,0.419336,0.281739,2.687543,0.376395
64.400000,0.357701,0.356677,2.686203,0.304546
64.500000,0.353793,0.274454,2.691975,0.301277
64.600000,0.365600,0.323797,2.676478,0.292483
64.700000,0.378167,0.310999,2.689064,0.312637
64.800000,0.356088,0.275275,2.713259,0.356373
64.900000,0.339353,0.303086,2.720173,0.333767
65.000000,0.339738,0.396207,2.680314,0.293815
65.100000,0.318199,0.408270,2.675961,0.366237
65.200000,0.306053,0.321049,2.690286,0.301978
65.300000,0.323845,0.313866,2.672457,0.293448
65.400000,0.275566,0.333907,2.662045,0.314585
65.500000,0.272913,0.263817,2.676510,0.306684
65.600000,0.276115,0.269628,2.646248,0.318583
65.700000,0.363412,0.292632,2.649696,0.299508
65.800000,0.358965,0.252604,2.628196,0.302265
65.900000,0.336858,0.309180,2.633835,0.334132
66.000000,0.287493,0.342813,2.648394,0.280701
66.100000,0.332911,0.312217,2.686378,0.340407
66.200000,0.328389,0.322607,2.682848,0.370532
66.300000,0.279207,0.327329,2.681769,0.351396
66.400000,0.322627,0.345353,2.675210,0.350398
66.500000,0.361375,0.296674,0.829736,0.348267
66.600000,0.332047,0.278214,0.798342,0.377566
66.700000,0.305852,0.294684,2.686148,0.325913
66.800000,0.347424,0.286677,2.665214,0.338283
66.900000,0.329979,0.286323,0.846904,0.288791
67.000000,0.343682,0.271648,0.847467,0.329937
67.100000,0.294503,0.292162,2.673380,0.304033
67.200000,0.312114,0.338207,0.814588,0.317935
67.300000,0.313709,0.304755,0.828530,0.316563
67.400000,0.319378,0.300081,0.841369,0.329006
67.500000,0.321504,0.343771,2.678760,0.364016
67.600000,0.294624,0.311851,0.822932,0.339170
67.700000,0.335024,0.237639,0.859406,0.304733
67.800000,0.295904,0.291865,0.806859,0.337115
67.900000,0.297832,0.407031,2.680486,0.332049
68.000000,0.319284,0.424072,2.681309,0.288828
68.100000,0.267835,0.436154,0.833930,0.285815
68.200000,0.218613,0.459232,2.692872,0.290080
68.300000,0.229248,0.439894,0.819007,0.301204
68.400000,0.255554,0.402786,0.778448,0.306076
68.500000,0.272736,0.346791,0.816320,0.336226
68.600000,0.249582,0.348002,0.778935,0.306218
68.700000,0.225763,0.361465,0.781005,0.293006
68.800000,0.262670,0.374458,0.778179,2.765196
68.900000,0.252897,0.360087,0.775146,2.818430
69.000000,0.271712,0.326336,2.646925,0.330952
69.100000,0.272451,0.357914,2.642581,0.285333
69.200000,0.321837,0.321133,2.633478,0.292076
69.300000,0.245670,0.423807,2.646474,0.285073
69.400000,0.252452,0.303862,2.642411,0.294798
69.500000,0.287688,0.363216,0.799848,0.340828
69.600000,0.293571,0.350806,2.645311,0.331295
69.700000,0.315138,0.337996,2.640449,0.378956
69.800000,0.264217,0.378057,2.633967,0.361628
69.900000,0.283238,0.342961,2.632959,0.347035
70.000000,0.271808,0.371603,2.635661,0.360964
70.100000,0.266456,0.259451,2.629104,0.298502
70.200000,0.241466,0.274739,2.667970,0.322166
70.300000,0.241816,0.273267,2.668978,0.359907
70.400000,0.256099,0.274353,2.651263,0.332456
70.500000,0.300549,0.268617,0.833121,0.398114
70.600000,0.274564,0.257608,2.649103,0.408061
70.700000,0.298376,0.369617,2.643569,0.343440
70.800000,0.289100,0.287241,2.646790,0.336504
70.900000,0.271849,0.309837,2.643785,0.308431
71.000000,0.327578,0.333584,2.623838,0.349311
71.100000,0.337590,0.343814,2.631230,0.349607
71.200000,0.323912,0.362932,2.635053,0.366634
71.300000,0.370638,0.399481,2.618403,0.334416
71.400000,0.338927,0.298417,2.635079,0.355553
71.500000,0.341721,0.333844,0.820995,0.362901
71.600000,0.370667,0.319859,0.845205,0.383453
71.700000,0.353971,0.346837,0.831168,0.417070
71.800000,0.376490,0.402207,0.820357,0.367356
71.900000,0.300758,0.442002,2.649820,0.389878
72.000000,0.365587,0.448868,2.647642,0.365442
72.100000,0.364328,0.464869,0.833057,0.371309
72.200000,0.357524,0.461565,0.820263,0.370330
72.300000,0.284239,0.424588,0.823233,0.466618
72.400000,0.336501,0.391125,2.661217,0.532119
72.500000,0.326552,0.358480,2.659374,0.514135
72.600000,0.338309,0.408065,2.650634,0.625292
72.700000,0.285130,0.381247,2.658547,0.716462
72.800000,0.334789,0.411254,2.641695,0.753459
72.900000,0.305377,0.387549,0.873032,0.736334
73.000000,0.290397,0.423296,0.903610,0.732762
73.100000,0.289497,0.412782,0.865187,0.714201
73.200000,0.341397,0.347445,0.894850,0.609756
73.300000,0.363611,0.323678,0.861031,0.486820
73.400000,0.360482,0.255532,0.889157,0.541124
73.500000,0.360652,0.306761,0.913714,0.557419
73.600000,0.333345,0.302193,2.647929,0.556536
73.700000,0.376048,0.276617,0.859773,2.749182
73.800000,0.291807,0.288901,2.632406,2.665630
73.900000,0.327180,0.259332,0.874630,2.654805
74.000000,0.377554,0.290880,0.834357,2.683859
74.100000,0.329928,0.375446,0.824215,2.662661
74.200000,0.313060,0.334883,0.898468,2.675582
74.300000,0.394731,0.331772,0.843216,2.633025
74.400000,0.339013,0.326897,0.860361,2.668080
74.500000,0.403061,0.389530,0.882691,2.633723
74.600000,0.346691,0.438565,0.907144,2.658168
74.700000,0.327755,0.374045,0.857900,2.652078
74.800000,0.327744,0.422234,0.861498,2.654936
74.900000,0.368612,0.506609,0.892946,2.664012
75.000000,0.374782,0.474293,0.854295,2.705000
75.100000,0.330195,0.518229,2.656145,2.649448
75.200000,0.339729,0.556624,0.866244,2.636404
75.300000,0.341064,2.615613,0.863304,2.605999
75.400000,0.299374,2.595644,0.901540,2.634340
75.500000,0.320908,2.640524,0.894272,2.565719
75.600000,0.294946,0.444821,0.906723,2.610765
75.700000,0.317630,2.624763,0.895903,2.670306
75.800000,0.332535,2.617913,0.913387,2.620187
75.900000,0.292461,2.591232,0.896158,0.922431
76.000000,0.268448,2.596511,0.861126,2.532154
76.100000,0.306476,2.608148,0.841442,2.532175
76.200000,0.296518,2.596063,0.872358,2.584220
76.300000,0.288569,2.604001,0.840947,2.509898
76.400000,0.316231,0.361380,0.815787,2.484043
76.500000,0.297872,0.376238,0.915718,2.448895
76.600000,0.293126,2.688865,0.885435,2.449369
76.700000,0.383987,2.617296,0.879377,2.497145
76.800000,0.344441,2.687811,0.887787,2.586118
76.900000,0.318766,0.306873,0.865659,2.499904
77.000000,0.267711,0.375224,0.893276,2.495110
77.100000,0.286885,0.340631,0.864814,2.623056
77.200000,0.278355,2.697764,0.838577,2.664798
77.300000,0.243864,2.637732,0.856340,2.796742
77.400000,0.334340,2.658207,0.846147,0.852853
77.500000,0.302622,2.681933,0.833835,2.838938
77.600000,0.344650,2.708748,0.769513,2.829375
77.700000,0.305432,2.667979,0.878023,2.818106
77.800000,0.310505,2.705300,0.870692,0.939713
77.900000,0.334849,0.320918,0.835629,2.846772
78.000000,0.289575,0.327724,0.871251,2.854086
78.100000,0.244504,0.332042,0.874228,3.013528
78.200000,0.246152,2.709624,0.851988,1.004376
78.300000,0.280898,0.353337,2.649412,1.074672
78.400000,0.229505,0.392267,2.664749,1.002004
78.500000,0.252706,0.401471,2.641966,2.967229
78.600000,0.290728,0.421439,2.658769,3.018566
78.700000,0.305639,0.357117,2.661878,1.057317
78.800000,0.285614,0.330883,2.652636,1.013333
78.900000,0.357626,0.343528,2.645652,2.999181
79.000000,0.320156,0.302537,2.639901,1.084065
79.100000,0.336884,2.752461,2.644608,1.115090
79.200000,0.318491,0.280708,2.649818,3.027083
79.300000,0.303947,0.305812,2.658371,2.978946
79.400000,0.321018,0.299090,2.644901,2.886986
79.500000,0.356651,0.306158,2.654594,2.976056
79.600000,0.346629,0.330107,0.851935,1.134589
79.700000,0.314821,0.321900,2.620135,1.031837
79.800000,0.327274,0.280244,2.631852,1.042879
79.900000,0.398925,0.280516,0.893591,1.039746
80.000000,0.370283,0.260273,2.651686,0.956755
80.100000,0.327446,0.283391,2.633238,0.952752
80.200000,0.307601,0.247269,2.632472,1.101118
80.300000,0.358859,0.309092,2.634617,1.087748
80.400000,0.315674,0.233131,2.629732,1.239588
80.500000,0.321918,0.355912,2.639434,1.242016
80.600000,0.395315,0.354936,2.637023,1.329849
80.700000,0.285602,0.368746,2.645769,1.297155
80.800000,0.308606,0.284769,2.667376,1.231504
80.900000,0.324187,0.354384,2.641180,1.353008
81.000000,0.257666,0.315348,2.641473,1.357823
81.100000,0.364938,0.361202,2.634252,1.342290
81.200000,0.265334,0.333950,0.843472,1.272614
81.300000,0.246625,0.299660,0.900495,1.263445
81.400000,0.272146,0.226045,0.867151,1.290745
81.500000,0.291637,0.285533,2.677794,1.185181
81.600000,0.298315,0.312698,2.677528,1.206523
81.700000,0.314133,0.259748,2.655864,1.262063
81.800000,0.300515,0.232386,2.657677,1.259650
81.900000,0.327766,0.294414,0.883186,1.283346
82.000000,0.276152,0.298163,0.867246,1.149587
82.100000,0.299536,0.289060,0.827608,1.114030
82.200000,0.349482,0.293682,0.866676,1.097781
82.300000,0.263995,0.256006,0.832234,1.136506
82.400000,0.254413,0.265734,0.876172,1.063685
82.500000,0.244944,0.253399,0.842169,0.997938
82.600000,0.288813,0.349278,0.834635,1.056519
82.700000,0.299610,0.321326,0.858809,1.069369
82.800000,0.313027,0.297535,0.841933,1.073695
82.900000,0.300495,0.330822,0.852408,1.093683
83.000000,0.262475,0.271687,2.693954,1.313505
83.100000,0.264775,0.314505,2.708106,1.222483
83.200000,0.288765,0.275497,2.676963,1.227427
83.300000,0.283126,0.298948,2.688594,1.284939
83.400000,0.296249,0.275287,2.673230,1.242101
83.500000,0.241077,0.312052,0.852048,1.233824
83.600000,0.251663,0.277868,0.872871,1.269749
83.700000,0.289900,0.319248,0.860880,1.308896
83.800000,0.332356,0.299011,0.876844,1.320135
83.900000,0.310104,0.290143,0.854659,1.356777
84.000000,0.259061,0.277070,0.822665,1.340934
84.100000,0.258876,0.266171,2.687254,1.313084
84.200000,0.315248,0.243760,2.675789,1.292805
84.300000,0.327226,0.265638,2.673606,1.226314
84.400000,0.276656,0.283928,2.648625,1.273197
84.500000,0.301042,0.319561,2.666908,1.270422
84.600000,0.355580,0.288560,2.658502,1.285494
84.700000,0.363190,0.330875,2.659759,1.231399
84.800000,0.289255,0.313308,2.657816,1.268993
84.900000,0.321664,0.296528,2.669383,1.272221
85.000000,0.370494,0.307990,2.664094,1.302913
85.100000,0.335166,0.320454,2.663704,1.421355
85.200000,0.354437,0.280544,2.660750,1.311702
85.300000,0.300339,0.297552,2.655711,1.299790
85.400000,0.319142,0.312334,2.652980,1.372187
85.500000,0.301226,0.340853,2.650961,1.298459
85.600000,0.311702,0.407639,2.659280,1.237632
85.700000,0.300291,2.525104,2.655119,1.249856
85.800000,0.333939,0.386695,2.664119,1.272582
85.900000,0.270264,0.364591,2.653634,1.279781
86.000000,0.278947,0.375174,2.639848,1.217673
86.100000,0.285529,0.313158,2.658853,1.244015
86.200000,0.337060,0.300366,2.666143,1.210136
86.300000,0.334206,0.329588,2.661942,1.396746
86.400000,0.324369,0.323483,2.661271,1.321088
86.500000,0.336736,0.314947,2.665122,1.360212
86.600000,0.322082,2.474203,2.660636,1.375887
86.700000,0.424036,0.383931,2.675740,1.288958
86.800000,0.404043,2.494078,2.661663,1.338183
86.900000,0.349449,2.507242,2.679291,1.313837
87.000000,0.390223,2.492523,2.682176,1.341149
87.100000,0.359249,0.343217,2.676409,1.393329
87.200000,0.346977,0.338952,2.667601,1.503310
87.300000,0.303160,0.314805,2.685802,1.490776
87.400000,0.308759,0.283942,2.678172,1.509162
87.500000,0.329456,0.307112,2.680255,1.465777
87.600000,0.328539,0.380487,2.684462,1.508274
87.700000,0.332014,0.403527,2.717211,1.514575
87.800000,0.333104,0.282374,2.707938,1.441583
87.900000,0.290668,0.313661,0.863707,1.382864
88.000000,0.327411,0.340284,0.848311,1.344257
88.100000,0.394027,0.341431,2.752516,1.280058
88.200000,0.310554,0.343913,0.901605,1.338384
88.300000,0.314862,0.323279,0.857634,1.351835
88.400000,0.305497,2.536438,0.839757,1.409177
88.500000,0.351389,0.374766,0.812332,1.362710
88.600000,0.290467,2.559582,2.740714,1.374689
88.700000,0.299270,0.288020,2.699060,1.426237
88.800000,0.362024,0.346251,0.782064,1.436705
88.900000,0.384111,0.352076,0.802679,1.459658
89.000000,0.396658,0.355422,0.834697,1.512676
89.100000,0.348565,0.358328,0.795534,1.551919
89.200000,0.383388,0.403194,0.817509,1.579169
89.300000,0.343500,0.398731,0.861515,1.441324
89.400000,0.303893,0.412789,0.856298,1.553395
89.500000,0.345473,0.382917,0.858566,1.661564
89.600000,0.333087,0.373992,0.888030,1.496731
89.700000,0.276601,0.319995,0.877744,1.373457
89.800000,0.350373,0.370061,0.898806,1.400623
89.900000,0.309680,0.306331,0.861969,1.377825
90.000000,0.334480,0.318611,0.841444,1.356570
90.100000,0.273737,0.295307,0.837605,1.412775
90.200000,0.304284,0.264957,0.910316,1.460330
90.300000,0.348146,0.326971,0.860704,1.474640
90.400000,0.335065,0.323746,0.830082,1.451408
90.500000,0.302153,0.327688,0.824677,1.434161
90.600000,0.373041,0.349758,0.869879,1.392641
90.700000,0.401838,0.312891,0.844472,1.458761
90.800000,0.346560,0.318306,0.849561,1.368561
90.900000,0.376649,0.290112,0.851719,1.397703
91.000000,0.358523,0.312762,0.854134,1.339154
91.100000,0.347825,0.380023,0.863323,1.312204
91.200000,0.341887,0.384623,0.869824,1.251415
91.300000,0.360795,0.342031,0.836229,1.330470
91.400000,0.379697,0.281731,0.830465,1.252215
91.500000,0.341065,0.275332,0.830857,1.326669
91.600000,0.355456,0.306979,0.855298,1.378503
91.700000,0.355824,0.349933,0.874227,2.050358
91.800000,0.339508,0.307941,0.856798,1.461634
91.900000,0.357385,0.340113,0.854748,1.550783
92.000000,0.319959,0.329709,0.912540,1.385758
92.100000,0.406295,0.354750,0.874337,1.322271
92.200000,0.368750,0.375435,0.879603,2.106230
92.300000,0.411186,0.361730,0.839664,2.122651
92.400000,0.415167,0.343632,0.877302,1.365808
92.500000,0.397224,0.362449,0.884549,2.033422
92.600000,0.396589,0.498720,0.879143,1.376367
92.700000,0.408071,0.488343,2.739285,1.448432
92.800000,0.356488,0.473793,2.726298,1.571576
92.900000,0.363007,0.437392,0.850585,1.544608
93.000000,0.386028,0.370500,0.843224,1.564366
93.100000,0.362484,0.320459,0.883262,1.411857
93.200000,0.410127,0.426651,0.818231,1.564634
93.300000,0.415358,0.478819,0.852114,1.484487
93.400000,0.413495,0.458468,0.872968,1.512354
93.500000,0.402002,0.485957,0.841954,1.399517
93.600000,0.422945,0.401866,0.828445,1.337443
93.700000,0.422220,0.405737,0.807247,1.309420
93.800000,0.423877,0.313990,0.846016,1.359776
93.900000,0.360343,0.300405,0.874266,1.424357
94.000000,0.362022,0.341686,0.829968,1.323288
94.100000,0.358048,0.447439,0.883996,1.303881
94.200000,0.430349,0.509013,0.872621,1.289925
94.300000,0.327689,0.493335,0.914943,1.208770
94.400000,0.337232,0.454791,0.934367,1.191628
94.500000,0.358288,0.379489,0.881526,1.024566
94.600000,0.364096,0.378288,0.894140,1.065828
94.700000,0.333985,0.411346,0.866551,0.981786
94.800000,0.370371,0.381012,0.858175,1.060569
94.900000,0.345377,0.348310,0.781152,1.056566
95.000000,0.356239,0.396084,0.831970,0.877745
95.100000,0.338083,0.368017,0.847041,0.902099
95.200000,0.280913,0.429533,0.838201,0.948105
95.300000,0.266573,0.397174,0.825566,1.014032
95.400000,0.308125,0.487537,0.829216,0.939810
95.500000,0.336614,0.426620,0.794832,1.113931
95.600000,0.364154,0.321518,0.842718,1.042175
95.700000,0.347602,0.382859,0.850077,1.097970
95.800000,0.384270,0.360810,0.821268,1.162103
95.900000,0.358600,0.398875,0.824039,1.218706
96.000000,0.380176,0.343934,0.828591,1.148671
96.100000,0.362415,0.382970,0.837852,1.289852
96.200000,0.368910,0.359340,0.787941,1.318180
96.300000,0.353498,0.356640,0.876582,1.238477
96.400000,0.320949,0.388272,0.843079,1.222249
96.500000,0.339913,0.343422,0.839515,1.187433
96.600000,0.399676,0.327613,0.838891,1.186393
96.700000,0.445718,0.275552,0.811800,1.178639
96.800000,0.413236,0.308193,0.828922,1.154234
96.900000,0.384728,0.250687,0.767880,1.165150
97.000000,0.362478,0.313989,0.801421,1.144452
97.100000,0.364596,0.304143,0.810129,1.201653
97.200000,0.296471,0.256575,0.803390,1.203806
97.300000,0.346532,0.280073,0.830411,1.222503
97.400000,0.337869,0.352202,0.790841,1.148030
97.500000,0.343470,0.374246,0.814836,1.199245
97.600000,0.355328,0.385523,0.793312,1.261669
97.700000,0.452963,0.385431,0.821831,1.270987
97.800000,0.496853,0.366454,0.804736,1.212543
97.900000,0.466592,0.357033,0.816589,1.218745
98.000000,0.406747,2.732369,0.821313,1.284433
98.100000,0.390588,0.389132,0.809062,1.260375
98.200000,0.470009,0.348912,0.805548,1.362141
98.300000,0.435900,0.322447,0.800409,1.406086
98.400000,0.436945,0.324414,0.811997,1.368137
98.500000,0.460239,0.321711,0.802487,1.406229
98.600000,0.463961,0.294779,0.782886,1.363979
98.700000,0.474200,0.314006,0.813469,1.371088
98.800000,0.509502,0.261207,0.783043,1.363354
98.900000,0.498853,0.299544,0.800976,1.295196
99.000000,0.502033,0.342834,0.821778,1.390657
99.100000,0.501210,0.324983,0.823618,1.344724
99.200000,0.432181,0.322876,0.770579,1.351038
99.300000,0.384313,0.309742,0.774644,1.329309
99.400000,0.384857,0.411370,0.784380,1.319255
99.500000,0.443854,0.335696,0.840306,1.320663
99.600000,0.474353,0.387829,0.805864,1.298757
99.700000,0.451882,0.404303,0.808312,1.317196
99.800000,0.484822,0.325034,0.779195,1.292990
99.900000,0.481179,0.367244,0.827199,1.268951
100.000000,0.504731,0.312395,0.789926,1.347562
100.100000,0.543926,0.411844,0.806661,1.370091
100.200000,0.490960,0.425503,0.816772,1.357058
100.300000,0.542485,0.461019,0.753054,1.365014
100.400000,0.559567,0.456586,0.791506,1.370163
100.500000,0.596180,0.476225,0.768275,1.385235
100.600000,0.620309,0.443754,0.827122,1.492983
100.700000,0.652985,2.713541,0.901753,1.423465
100.800000,0.628344,0.426150,0.823042,1.398746
100.900000,0.553596,0.376865,0.839041,1.381024
101.000000,0.526030,0.300922,0.848782,1.400306
101.100000,0.575212,0.304201,0.825082,1.396436
101.200000,0.509404,0.247860,0.826893,1.384453
101.300000,0.600111,0.260798,0.773774,1.407407
101.400000,0.579040,0.264552,0.773611,1.420873
101.500000,0.586098,0.265188,0.799840,1.378567
101.600000,0.614449,0.282039,0.848596,1.343298
101.700000,0.652770,0.272564,0.844654,1.360955
101.800000,0.582341,0.258483,0.850969,1.358841
101.900000,0.553404,0.228564,0.800057,1.311360
102.000000,0.522954,0.291146,0.799637,1.276540
102.100000,0.576060,0.254562,0.809180,1.246477
102.200000,0.491008,0.280017,2.872694,1.294538
102.300000,0.480540,0.250955,0.771379,1.325672
102.400000,0.539272,0.243964,0.824403,1.287937
102.500000,0.578262,0.260659,0.777358,1.330118
102.600000,0.621015,0.240667,0.765020,1.261504
102.700000,0.567386,0.249775,0.801395,1.226677
102.800000,0.523655,0.251097,0.756890,1.207059
102.900000,0.554265,0.282724,0.705383,1.293636
103.000000,0.580154,0.281593,0.673163,1.335067
103.100000,0.556153,0.353753,0.683721,1.343992
103.200000,0.497264,2.726247,0.678259,1.343785
103.300000,0.501406,2.773164,0.774034,1.295268
103.400000,0.502019,0.287742,0.848863,1.323482
103.500000,0.536036,0.276211,0.797141,1.328386
103.600000,0.480094,2.776174,0.791894,1.322004
103.700000,0.432450,2.792234,2.697700,1.299262
103.800000,0.453109,2.738726,0.786604,1.242271
103.900000,0.466880,0.356365,0.798455,1.289165
104.000000,0.462593,0.316439,0.855927,1.272692
104.100000,0.419361,2.801357,0.877840,1.298945
104.200000,0.489729,2.806272,0.936264,1.345573
104.300000,0.423006,2.789455,0.888968,1.363791
104.400000,0.447261,2.759749,0.823809,1.377907
104.500000,0.412100,2.777509,2.690998,1.272287
104.600000,0.388109,2.793249,0.819065,1.249388
104.700000,0.405035,0.254829,0.751845,1.287322
104.800000,0.411576,2.773787,2.650123,1.337946
104.900000,0.368730,2.814507,2.659223,1.291008
105.000000,0.386224,2.776031,2.632210,1.307368
105.100000,0.403861,2.777795,2.643748,1.360418
105.200000,0.348890,2.755266,2.642578,1.271022
105.300000,0.358019,2.709797,2.644955,1.261932
105.400000,0.372901,2.715573,2.636860,1.238753
105.500000,0.370541,2.628258,2.644022,1.238940
105.600000,0.348553,2.647524,2.643991,1.245254
105.700000,0.379917,2.619692,2.650695,1.263334
105.800000,0.411330,2.607583,2.660752,1.254833
105.900000,0.434182,2.589651,2.641347,1.229959
106.000000,0.425719,2.628837,2.644767,1.238754
106.100000,0.428548,2.614552,2.621449,1.257328
106.200000,0.431595,2.572261,2.627244,1.259392
106.300000,0.476259,2.611434,2.613617,1.253649
106.400000,0.443664,2.590811,2.613295,1.281913
106.500000,0.421513,2.598711,2.625955,1.228330
106.600000,0.408083,2.627802,2.612532,1.259702
106.700000,0.433806,2.628522,2.606359,1.174048
106.800000,0.491473,2.622667,0.702070,1.148655
106.900000,0.489101,2.572128,2.630894,1.215624
107.000000,0.489003,2.555624,2.652418,1.186624
107.100000,0.604708,2.579044,2.637825,1.222644
107.200000,0.603848,0.369987,2.655605,1.259980
107.300000,0.598069,0.395905,2.668423,1.250989
107.400000,0.589445,0.393960,2.646725,1.314508
107.500000,0.644817,0.443403,2.666617,1.420538
107.600000,0.672520,0.402422,2.641989,1.408058
107.700000,0.630969,0.415108,2.652688,1.434468
107.800000,0.596202,0.412158,2.649445,1.375282
107.900000,0.630213,0.382430,2.630530,1.363727
108.000000,0.716802,0.369009,2.633436,1.393448
108.100000,0.682836,0.357776,2.631997,1.349074
108.200000,0.650614,2.433823,2.622921,1.364591
108.300000,0.492089,2.477501,0.784506,1.407170
108.400000,0.533530,2.468391,0.785884,1.384053
108.500000,0.396240,0.475130,2.615964,1.394376
108.600000,0.440348,2.507463,2.640138,1.342874
108.700000,0.444703,0.448527,2.635399,1.402318
108.800000,0.339316,2.549097,2.637672,1.311961
108.900000,0.398004,2.588940,2.632788,1.321990
109.000000,0.431982,2.565970,2.633150,1.324929
109.100000,0.405547,2.553270,2.620159,1.390211
109.200000,0.342996,2.554754,2.633769,1.352058
109.300000,0.398782,2.613047,2.625984,1.347601
109.400000,0.485760,2.572807,2.629685,1.405240
109.500000,0.366601,0.411759,2.634959,1.409412
109.600000,0.341543,2.531312,2.647448,1.412632
109.700000,0.405578,2.509252,2.635623,1.337400
109.800000,0.496303,2.592905,2.630447,1.391325
109.900000,0.491434,2.579089,0.785617,1.388774
110.000000,0.613851,2.530282,2.625336,1.355094
110.100000,0.710026,0.393147,2.592283,1.371217
110.200000,0.800727,0.350279,2.612143,1.350734
110.300000,0.792039,0.347211,0.758412,1.367819
110.400000,0.706163,0.336114,2.642990,1.374187
110.500000,0.706748,0.365836,2.615200,1.395705
110.600000,0.722783,0.337447,2.635120,1.442947
110.700000,0.686617,0.299422,2.630565,1.432499
110.800000,0.698211,0.309449,2.627447,1.423407
110.900000,0.711112,0.375792,2.636535,1.424497
111.000000,0.633870,0.316256,2.618930,1.427573
111.100000,0.558483,0.319373,2.640799,1.443165
