Time_ns,WT,D111A,T110A_D111A,T60A_S63A
111.200000,0.544906,0.332593,2.624615,1.465707
111.300000,0.580097,0.346013,2.637246,1.455694
111.400000,0.565171,0.307974,0.805078,1.468721
111.500000,0.579090,0.395130,0.840170,1.404514
111.600000,0.669688,0.427103,0.746143,1.424963
111.700000,0.696400,0.359905,0.798387,1.446197
111.800000,0.645285,2.532589,0.819049,1.453772
111.900000,0.696012,0.347069,0.805694,1.442344
112.000000,0.620970,2.531031,0.806158,1.433322
112.100000,0.633328,2.545432,0.776221,1.445477
112.200000,0.624136,2.523232,0.789510,1.417387
112.300000,0.633409,2.496900,0.811113,1.371825
112.400000,0.538638,2.489488,0.808649,1.353455
112.500000,0.605852,2.477477,0.723612,1.405410
112.600000,0.602892,2.517182,0.734293,1.386724
112.700000,0.675445,2.477408,0.814442,1.306553
112.800000,0.688275,2.531547,0.785074,1.420366
112.900000,0.647060,2.543545,0.811267,1.374879
113.000000,0.685942,2.539957,0.847312,1.376537
113.100000,0.725891,2.523550,0.826656,1.407473
113.200000,0.740912,2.514606,0.826983,1.347268
113.300000,0.756241,2.498727,0.818104,1.389561
113.400000,0.711319,2.454730,0.800823,1.396816
113.500000,0.752915,2.460900,0.826724,1.408888
113.600000,0.745424,2.491565,0.764714,1.364613
113.700000,0.698519,2.476996,0.809210,1.344378
113.800000,0.782492,2.471735,0.806150,1.375949
113.900000,0.691446,2.443688,0.786894,1.394438
114.000000,0.663007,2.485705,0.758447,1.388331
114.100000,0.690587,2.516368,0.843291,1.306717
114.200000,0.628213,2.562396,0.848605,1.407582
114.300000,0.658736,2.524466,0.765150,1.435943
114.400000,0.764074,2.580013,0.782318,1.431685
114.500000,0.744537,2.526871,0.770193,1.463547
114.600000,0.782030,2.560868,0.772048,1.432977
114.700000,0.696132,2.542888,0.826586,1.329594
114.800000,0.750069,2.477982,0.834445,1.423634
114.900000,0.717667,2.491274,0.835931,1.339819
115.000000,0.683429,2.470592,0.850509,1.373599
115.100000,0.620033,2.462125,0.874172,1.310963
115.200000,0.514722,2.471028,0.828929,1.301965
115.300000,0.451828,2.436340,0.829344,1.290326
115.400000,0.537537,2.427159,0.808069,1.263196
115.500000,0.532528,2.423394,0.770225,1.344196
115.600000,0.629422,2.444302,0.833485,1.455048
115.700000,0.574060,2.472234,0.800951,1.443769
115.800000,0.563968,0.614404,0.778639,1.393949
115.900000,0.363845,0.740207,0.798398,1.353387
116.000000,0.403976,0.747527,0.808669,1.337191
116.100000,0.390187,0.668564,0.813903,1.221872
116.200000,0.431754,0.788399,0.849590,1.099315
116.300000,0.485801,0.837875,0.875683,1.193620
116.400000,0.525411,0.685503,0.822345,1.186711
116.500000,0.570220,0.723754,0.786142,1.240769
116.600000,0.591612,0.695239,0.775206,1.356264
116.700000,0.584034,0.665555,0.762083,1.396098
116.800000,0.639627,0.702697,0.747942,1.420272
116.900000,0.640403,0.691189,0.791515,1.391461
117.000000,0.678074,0.685583,0.746581,1.339046
117.100000,0.614880,0.754911,0.771847,1.388533
117.200000,0.671625,0.723974,0.785704,1.343528
117.300000,0.711779,0.699189,0.747655,1.375565
117.400000,0.592646,0.656229,0.782372,1.315375
117.500000,0.497426,0.666226,0.731196,1.241425
117.600000,0.509630,0.626629,0.831304,1.082484
117.700000,0.609546,0.735464,2.616231,1.120623
117.800000,0.541840,0.765120,0.789443,1.136748
117.900000,0.574989,0.796206,0.794810,1.216542
118.000000,0.634360,0.682292,0.810231,1.270737
118.100000,0.637308,0.643487,2.634225,1.287553
118.200000,0.569040,0.676136,2.656702,1.376753
118.300000,0.621012,0.665500,0.831311,1.236385
118.400000,0.588930,0.716881,2.663368,1.353055
118.500000,0.634711,0.659070,2.634924,1.348787
118.600000,0.621096,0.764820,2.645872,1.417723
118.700000,0.609357,0.796880,0.790610,1.375399
118.800000,0.633823,0.788376,0.814597,1.402584
118.900000,0.635151,0.952084,2.637922,1.383876
119.000000,0.663621,1.013215,2.639808,1.421215
119.100000,0.661515,0.983874,2.635019,1.426772
119.200000,0.669480,0.908727,2.656716,1.397504
119.300000,0.627396,0.939786,2.658621,1.363348
119.400000,0.574593,0.986529,2.678229,1.523507
119.500000,0.606804,0.941186,2.686444,1.518983
119.600000,0.544489,0.934029,2.710148,1.502284
119.700000,0.600445,0.936819,2.693999,1.517451
119.800000,0.650437,0.981100,2.728326,1.451995
119.900000,0.569468,1.088267,2.739692,1.434993
120.000000,0.560967,1.116900,2.754690,1.415089
120.100000,0.587297,1.145223,2.727235,1.508871
120.200000,0.590603,1.134372,2.711296,1.501195
120.300000,0.611668,1.135270,2.690829,1.475577
120.400000,0.530739,1.102641,2.690472,1.473628
120.500000,0.540692,1.087869,2.712282,1.409310
120.600000,0.568189,1.094858,2.679879,1.463942
120.700000,0.500088,1.157024,2.702189,1.456398
120.800000,0.571738,1.170896,2.683335,1.443646
120.900000,0.517636,1.194324,2.664087,1.374810
121.000000,0.492919,1.201179,2.663685,1.386798
121.100000,0.537452,1.230272,2.683423,2.449351
121.200000,0.686040,1.222240,2.674791,1.429261
121.300000,0.636239,1.179505,2.671636,1.415730
121.400000,0.617424,1.153710,2.664749,1.338786
121.500000,0.616282,1.151513,2.667195,1.327074
121.600000,0.640063,1.169628,2.668583,1.217184
121.700000,0.679808,1.158293,2.684938,1.243281
121.800000,0.632288,1.168263,2.705307,1.287498
121.900000,0.564569,1.181071,2.720528,1.272071
122.000000,0.576038,1.194328,2.705789,1.363592
122.100000,0.579456,1.179579,2.706796,1.331381
122.200000,0.636427,1.172225,2.698510,1.325496
122.300000,0.580862,1.159241,2.692464,1.352711
122.400000,0.646616,1.127174,0.813260,1.331066
122.500000,0.675474,1.079966,2.715306,1.348472
122.600000,0.617807,1.077309,0.847841,1.392583
122.700000,0.651352,1.082981,2.712895,1.432584
122.800000,0.629779,1.044693,2.700259,1.419550
122.900000,0.564385,1.067860,0.868126,1.402090
123.000000,0.591138,1.024078,0.850407,1.426093
123.100000,0.589255,1.092655,0.873467,1.413149
123.200000,0.612413,1.066652,0.804686,1.406354
123.300000,0.640440,1.069528,0.791335,1.428228
123.400000,0.535691,1.056292,0.810981,1.412167
123.500000,0.554667,1.120197,0.833685,1.420112
123.600000,0.611275,1.097103,2.764620,1.421958
123.700000,0.642612,1.170513,0.814800,1.390960
123.800000,0.606720,1.116172,0.849770,1.420585
123.900000,0.652273,1.202787,0.825960,1.463840
124.000000,0.686487,1.160398,0.804087,1.427764
124.100000,0.688187,1.127603,2.725937,1.467299
124.200000,0.628039,1.133137,0.799492,1.424195
124.300000,0.638261,1.171703,0.787464,1.471740
124.400000,0.614447,1.162005,0.770618,1.429003
124.500000,0.616309,1.183194,0.762724,1.393306
124.600000,0.588845,1.173523,2.766928,1.423911
124.700000,0.513816,1.159111,2.736956,1.442034
124.800000,0.494852,1.168990,2.710536,1.446774
124.900000,0.474642,1.180800,0.813381,1.462361
125.000000,0.424693,1.160188,0.840623,1.470704
125.100000,0.433647,1.161714,0.814661,1.450025
125.200000,0.376776,1.131182,0.803420,1.393573
125.300000,0.285652,1.154648,0.816232,1.385636
125.400000,0.394936,1.147160,0.827295,1.357162
125.500000,0.417966,1.173450,0.809879,1.368049
125.600000,0.416596,1.134864,0.811558,1.389124
125.700000,0.383745,1.159152,0.826400,1.465744
125.800000,0.456268,1.127629,0.821153,1.510113
125.900000,0.405664,1.135153,0.823013,1.519291
126.000000,0.377703,1.109484,0.747251,1.487117
126.100000,0.437177,1.156286,0.837371,1.474317
126.200000,0.422744,1.132988,0.783938,1.472406
126.300000,0.576388,1.128715,0.817086,1.508896
126.400000,0.513059,1.160327,2.772124,1.500897
126.500000,0.501311,1.147747,2.770965,1.473328
126.600000,0.427924,1.154267,0.822045,1.485918
126.700000,0.464178,1.140834,0.816274,1.455373
126.800000,0.484823,1.151592,2.793127,1.464746
126.900000,0.477890,1.142144,2.757017,1.459742
127.000000,0.617880,1.147838,0.844678,1.464969
127.100000,0.552235,1.144323,0.806399,1.480460
127.200000,0.421614,1.137783,0.816285,1.456933
127.300000,0.468553,1.141771,0.856677,1.494945
127.400000,0.477460,1.116965,0.828958,1.488098
127.500000,0.463531,1.096947,0.837218,1.484564
127.600000,0.459207,1.091133,0.827947,1.486101
127.700000,0.415232,1.118413,0.788398,1.493183
127.800000,0.391245,1.083057,0.824495,1.478185
127.900000,0.482076,1.109751,0.797234,1.505513
128.000000,0.491550,1.138271,0.773588,1.478049
128.100000,0.533211,1.092244,0.777983,1.440499
128.200000,0.517180,1.107627,0.816118,1.463388
128.300000,0.435067,1.093326,0.817518,1.456227
128.400000,0.453850,1.148179,0.825168,1.448543
128.500000,0.474456,1.103925,0.803945,1.469220
128.600000,0.401954,1.104024,0.737024,1.488410
128.700000,0.517067,1.144784,0.720816,1.473139
128.800000,0.435384,1.110579,0.784370,1.481691
128.900000,0.430374,1.101326,0.817528,1.501053
129.000000,0.410927,1.023044,0.809532,1.471330
129.100000,0.444615,1.136084,0.778531,1.483043
129.200000,0.387234,1.117385,0.791756,1.451367
129.300000,0.308297,1.118821,0.827121,1.458153
129.400000,0.349899,1.130883,0.832539,1.486328
129.500000,0.340298,1.104518,0.783813,1.459588
129.600000,0.414795,1.155695,0.817541,1.405836
129.700000,0.397596,1.163986,0.841422,1.490700
129.800000,0.474448,1.176573,0.822779,1.480599
129.900000,0.469226,1.172832,0.817326,1.480035
130.000000,0.494677,1.186569,0.772309,1.450595
130.100000,0.456318,1.163091,0.763051,1.487130
130.200000,0.443409,1.232582,0.791023,1.477492
130.300000,0.470400,1.223602,0.808160,1.486141
130.400000,0.475692,1.206725,0.824962,1.454227
130.500000,0.522699,1.237557,0.792391,1.507886
130.600000,0.474358,1.235183,0.826401,1.485231
130.700000,0.452346,1.176540,0.836759,1.482510
130.800000,0.437601,1.168331,0.831175,1.498964
130.900000,0.430512,1.208666,0.888373,1.497757
131.000000,0.280297,1.204953,0.773089,1.466049
131.100000,0.410212,1.200026,0.802362,1.485027
131.200000,0.334049,1.245700,0.788160,1.491682
131.300000,0.465903,1.236990,0.777678,1.466856
131.400000,0.488748,1.206882,0.794122,1.498636
131.500000,0.477510,1.220620,0.851779,1.513342
131.600000,0.491119,1.216412,0.817828,1.487038
131.700000,0.505460,1.211763,0.814877,1.476716
131.800000,0.489786,1.193068,0.861742,1.443129
131.900000,0.434623,1.172362,0.849357,1.432343
132.000000,0.489898,1.170014,0.803084,1.444550
132.100000,0.471148,1.183259,0.837320,1.402093
132.200000,0.517930,1.176128,0.859783,1.420280
132.300000,0.516297,1.185410,0.829295,1.457758
132.400000,0.459804,1.253568,0.824964,1.413644
132.500000,0.475469,1.227814,0.783356,1.470901
132.600000,0.500906,1.232465,0.838989,1.452895
132.700000,0.472764,1.201556,0.790131,1.473427
132.800000,0.440868,1.221542,0.781568,1.461457
132.900000,0.500346,1.207664,0.854626,1.473355
133.000000,0.465859,1.235952,0.770880,1.472343
133.100000,0.508888,1.250381,0.825094,1.478870
133.200000,0.433614,1.245807,0.807170,1.493771
133.300000,0.413168,1.259233,0.818769,1.444059
133.400000,0.415646,1.265363,0.816089,1.496279
133.500000,0.466477,1.228840,0.825311,1.493115
133.600000,0.449586,1.260544,0.824071,1.479976
133.700000,0.478118,1.249969,0.886055,1.519914
133.800000,0.454061,1.245927,0.789941,1.462729
133.900000,0.479410,1.278035,0.817970,1.486800
134.000000,0.541280,1.214048,0.771215,1.453244
134.100000,0.516537,1.174798,0.854152,1.469697
134.200000,0.460750,1.221938,0.821404,1.386087
134.300000,0.482854,1.188596,0.849154,1.406651
134.400000,0.500615,1.158740,0.812690,1.427432
134.500000,0.532899,1.224500,0.814082,1.416000
134.600000,0.541170,1.233691,0.836013,1.423680
134.700000,0.563319,1.282284,0.816898,1.470237
134.800000,0.532220,1.270578,0.842447,1.475629
134.900000,0.479439,1.247094,0.801980,1.500693
135.000000,0.496628,1.270961,0.780757,1.501373
135.100000,0.483888,1.270467,0.775627,1.503932
135.200000,0.517923,1.298866,0.790138,1.507118
135.300000,0.548901,1.236584,0.827434,1.460261
135.400000,0.510429,1.233809,0.873564,1.508344
135.500000,0.460653,1.218067,0.861392,1.493597
135.600000,0.464185,1.288111,0.844887,1.482571
135.700000,0.439583,1.276987,0.887842,1.450238
135.800000,0.456793,1.276756,0.828657,1.458500
135.900000,0.447519,1.285224,0.834217,1.392009
136.000000,0.485415,1.308896,0.825361,1.386980
136.100000,0.501348,1.330464,0.781517,1.429247
136.200000,0.462312,1.308623,0.879726,1.484806
136.300000,0.445654,1.322043,0.743206,1.467017
136.400000,0.413562,1.251771,0.746171,1.533872
136.500000,0.440076,1.311690,0.725509,1.467318
136.600000,0.455543,1.286624,0.795885,1.431489
136.700000,0.373708,1.288801,0.753345,1.394936
136.800000,0.403716,1.221345,0.736662,1.444011
136.900000,0.401536,1.252445,0.742076,1.355841
137.000000,0.475442,1.230536,0.787845,1.328448
137.100000,0.471465,1.209151,0.756962,1.288207
137.200000,0.508559,1.209684,0.689272,1.234700
137.300000,0.470345,1.237672,0.739665,1.217451
137.400000,0.532045,1.247222,0.794824,1.202646
137.500000,0.501003,1.224307,0.809731,1.170395
137.600000,0.488066,1.254503,0.729078,3.040104
137.700000,0.373800,1.270265,0.741474,1.126151
137.800000,0.335346,1.278274,0.801078,3.058276
137.900000,0.373076,1.266335,0.784057,3.006458
138.000000,0.365307,1.277887,0.803693,2.963446
138.100000,0.398936,1.302347,0.776663,2.941788
138.200000,0.380147,1.261907,0.769729,2.969027
138.300000,0.345486,1.243958,0.847761,2.977137
138.400000,0.276776,1.238269,0.831727,2.982720
138.500000,0.295011,1.238416,0.818237,2.927620
138.600000,0.310252,1.274625,0.821202,2.920751
138.700000,0.317679,1.246423,0.827349,2.749549
138.800000,0.361252,1.289046,0.866045,1.287314
138.900000,0.315291,1.215326,0.788379,1.316566
139.000000,0.349375,1.250974,0.803711,1.304817
139.100000,0.361491,1.230382,0.854932,1.275770
139.200000,0.390115,1.199680,0.786997,1.277760
139.300000,0.380911,1.264382,0.827187,1.353017
139.400000,0.394552,1.254219,0.809875,2.755733
139.500000,0.365535,1.260815,0.777596,2.789354
139.600000,0.262548,1.237402,0.796337,1.240703
139.700000,0.334676,1.261921,0.823814,1.281800
139.800000,0.325135,1.256007,0.881591,1.314813
139.900000,0.293143,1.252571,0.853080,1.400865
140.000000,0.343839,1.268519,0.853723,1.344890
140.100000,0.344589,1.245831,0.897213,1.375419
140.200000,0.359375,1.248204,0.888472,1.409774
140.300000,0.392723,1.224109,0.827787,1.456028
140.400000,0.406941,1.245001,0.855591,1.445067
140.500000,0.407962,1.265869,0.869282,1.416470
140.600000,2.867974,1.251835,0.835586,1.463978
140.700000,0.418116,1.242579,0.826138,1.408852
140.800000,0.450752,1.215536,0.809756,1.438662
140.900000,0.406703,1.252090,0.873712,1.409478
141.000000,0.438332,1.254859,0.811153,1.404711
141.100000,0.442225,1.252385,0.894797,1.499920
141.200000,0.439441,1.259464,0.861348,1.454314
141.300000,0.416336,1.273953,0.851241,1.432116
141.400000,0.473656,1.253600,0.845984,1.360485
141.500000,0.456730,1.253370,0.838492,1.360727
141.600000,0.492907,1.274314,0.871777,1.348229
141.700000,0.441405,1.263227,0.856791,1.361759
141.800000,0.428814,1.217968,0.826560,1.427800
141.900000,0.398446,1.222502,0.804588,1.412717
142.000000,0.388677,1.239017,0.836264,1.420769
142.100000,0.396543,1.246248,0.808418,1.410254
142.200000,0.419032,1.233370,0.800656,1.358660
142.300000,0.408752,1.275260,0.814172,1.334634
142.400000,0.381111,1.268086,0.832060,1.409835
142.500000,0.382161,1.301176,0.790189,1.469924
142.600000,0.365930,1.297246,0.801705,1.418203
142.700000,0.348198,1.238262,0.818924,1.490944
142.800000,0.387795,1.265937,0.755670,1.519066
142.900000,0.367956,1.249136,0.789585,1.494295
143.000000,0.366180,1.243566,0.835288,1.379763
143.100000,0.332120,1.248760,0.853758,1.356828
143.200000,0.342396,1.289374,0.892049,1.407247
143.300000,0.297296,1.290246,0.865454,1.427256
143.400000,0.277161,1.264941,0.845688,1.420149
143.500000,0.322708,1.213248,0.829706,1.413879
143.600000,0.297976,1.220696,0.752381,1.440921
143.700000,0.319116,1.212280,0.730399,1.391583
143.800000,0.353207,1.254451,0.794554,1.433016
143.900000,0.340640,1.217866,0.760817,1.375417
144.000000,0.292437,1.259481,0.780958,1.444505
144.100000,0.326327,1.258699,0.832353,1.441391
144.200000,0.340382,1.252003,0.821592,1.466274
144.300000,0.343133,1.229163,0.814761,1.553558
144.400000,0.322904,1.227107,0.794996,1.517934
144.500000,0.376623,1.242148,0.811264,1.520923
144.600000,0.290264,1.272507,0.768911,1.519241
144.700000,0.429750,1.233667,0.780735,1.502364
144.800000,0.373540,1.270743,0.788360,1.485818
144.900000,0.343586,1.249126,0.821511,1.439909
145.000000,0.362328,1.281856,0.882041,1.484288
145.100000,0.353808,1.269480,0.909782,1.454304
145.200000,0.405466,1.250103,0.883200,1.457799
145.300000,0.398840,1.256601,0.905725,1.504340
145.400000,0.412343,1.277850,0.908124,1.555162
145.500000,0.377194,1.254711,0.856568,1.551051
145.600000,0.404090,1.283127,0.831916,1.499413
145.700000,0.392680,1.269092,0.875896,1.550952
145.800000,0.420610,1.284334,0.852239,1.488424
145.900000,0.372792,1.257951,0.884782,1.477294
146.000000,0.378120,1.253261,0.878059,1.499777
146.100000,0.339023,1.249768,0.868800,1.531836
146.200000,0.326742,1.268865,0.833388,1.487188
146.300000,0.355888,1.232132,0.833773,1.515308
146.400000,0.351696,1.242202,0.848352,1.522192
146.500000,0.390486,1.241238,0.828430,1.548822
146.600000,0.344630,1.249264,0.825357,1.541717
146.700000,0.370329,1.228074,0.811775,1.590216
146.800000,0.354485,1.197462,0.753675,1.605599
146.900000,0.347961,1.248774,0.801338,1.578641
147.000000,0.422328,1.237593,0.843955,1.585553
147.100000,0.417398,1.252166,0.816126,1.587398
147.200000,0.429545,1.277372,0.694086,1.611623
147.300000,0.414818,1.270272,0.735311,1.615055
147.400000,0.390135,1.273593,0.722861,1.564851
147.500000,0.375735,1.254821,0.768670,1.543054
147.600000,0.371020,1.280250,0.702835,1.555005
147.700000,0.453541,1.254677,0.745359,1.518708
147.800000,0.382111,1.261480,0.716647,1.543774
147.900000,0.461113,1.256063,0.754481,1.602250
148.000000,0.493735,1.238936,0.782506,1.558929
148.100000,0.524893,1.263971,0.816255,1.516325
148.200000,0.483074,1.266949,0.830568,1.542791
148.300000,0.494063,1.226284,0.850197,1.508091
148.400000,0.480481,1.245526,0.873448,1.528018
148.500000,0.421794,1.220256,0.893196,1.566370
148.600000,0.450671,1.213558,0.910863,2.845926
148.700000,0.458713,1.225141,0.843053,2.863277
148.800000,0.481800,1.261260,0.813269,2.807872
148.900000,0.373362,1.242048,0.827792,1.507285
149.000000,0.475818,1.224956,0.843670,2.887593
149.100000,0.467753,1.207758,0.818916,2.977643
149.200000,0.435711,1.232096,0.858793,1.565938
149.300000,0.445379,1.213909,0.830810,1.600698
149.400000,0.496776,1.255953,0.830812,1.526275
149.500000,0.536937,1.206688,0.854839,1.584348
149.600000,0.445270,1.212237,0.852120,1.597774
149.700000,0.510337,1.224673,0.803635,1.619665
149.800000,0.475277,1.232694,0.864547,1.586366
149.900000,0.439177,1.254314,0.856625,1.523522
150.000000,0.551126,1.234299,0.852119,1.542480
150.100000,0.536336,1.246531,0.827008,1.559241
150.200000,0.494406,1.255385,0.830676,1.551449
150.300000,0.456196,1.243087,0.817785,1.469754
150.400000,0.495340,1.271726,0.788637,2.390161
150.500000,0.473648,1.258377,0.821900,2.432242
150.600000,0.456523,1.254096,0.843006,1.351821
150.700000,0.534050,1.265127,0.799145,1.230564
150.800000,0.552593,1.274841,0.767464,1.321488
150.900000,0.568173,1.256096,0.812874,1.428223
151.000000,0.533814,1.251081,0.795241,1.397757
151.100000,0.554479,1.268191,0.800873,1.444936
151.200000,0.626952,1.261077,0.785362,1.412027
151.300000,0.599551,1.205084,0.825899,1.389782
151.400000,0.692664,1.249641,0.855802,1.466226
151.500000,0.618341,1.261482,0.761531,1.412537
151.600000,0.545318,1.231792,0.713188,2.526604
151.700000,0.518228,1.257866,0.738440,1.524090
151.800000,0.619185,1.235330,0.708461,1.517296
151.900000,0.636298,1.225026,0.765367,1.461448
152.000000,0.610081,1.238859,0.775023,1.388612
152.100000,0.571010,1.207948,0.825974,1.438652
152.200000,0.620213,1.229470,0.873101,1.462348
152.300000,0.606467,1.241799,0.902960,1.537548
152.400000,0.564032,1.234345,0.902361,1.572623
152.500000,0.619511,1.197556,0.920826,1.506908
152.600000,0.542243,1.218008,0.910850,1.479990
152.700000,0.557359,1.221385,0.868222,1.415030
152.800000,0.482298,1.215493,0.904320,1.470129
152.900000,0.524860,1.233732,0.875502,1.525365
153.000000,0.599776,1.214687,0.872311,1.482617
153.100000,0.589321,1.244136,0.876033,1.365848
153.200000,0.507725,1.244872,0.850060,1.306420
153.300000,0.453637,1.279928,0.858722,1.319436
153.400000,0.448892,1.270252,0.768993,1.259735
153.500000,0.409300,1.277549,0.758469,1.204590
153.600000,0.477646,1.237961,0.808891,1.279472
153.700000,0.504745,1.266067,0.840139,1.236374
153.800000,0.452040,1.287832,0.875118,1.244547
153.900000,0.486275,1.319217,0.826820,1.248050
154.000000,0.485425,1.264374,0.729878,1.302396
154.100000,0.447621,1.276941,0.801437,2.463578
154.200000,0.450026,1.256387,0.856030,2.439767
154.300000,0.430405,1.287386,0.838836,1.207272
154.400000,0.411302,1.268176,0.845271,1.205959
154.500000,0.411948,1.287616,0.837947,2.504002
154.600000,0.478616,1.278349,0.821595,2.519175
154.700000,0.486350,1.274794,0.790488,2.550283
154.800000,0.570629,1.295160,0.862425,2.598632
154.900000,0.621851,1.252715,0.843334,2.637670
155.000000,0.617498,1.281292,0.831197,2.675754
155.100000,0.621065,1.266808,0.823560,2.685263
155.200000,0.800842,1.320417,0.822367,2.678072
155.300000,0.835912,1.273846,0.805277,2.671059
155.400000,0.877166,1.234894,0.867682,2.662234
155.500000,0.838420,1.277192,0.869561,2.635434
155.600000,0.863814,1.275791,0.854132,2.641092
155.700000,0.803880,1.274854,0.866349,2.696361
155.800000,0.793640,1.324974,0.900323,2.724031
155.900000,0.731261,1.311755,0.829439,2.792073
156.000000,0.775471,1.253337,0.850848,2.794104
156.100000,0.784856,1.215313,0.898329,2.765335
156.200000,0.785204,1.248476,0.886170,2.869707
156.300000,0.879982,1.249569,0.844542,2.802659
156.400000,0.945062,1.259902,0.879271,2.752637
156.500000,0.854245,1.259202,0.870119,2.621231
156.600000,0.770142,1.288321,0.823477,2.626313
156.700000,0.837526,1.240558,0.806952,2.600587
156.800000,0.868454,1.260779,0.752577,2.579713
156.900000,0.803903,1.252889,0.853993,2.578358
157.000000,0.866459,1.231467,0.879461,2.541648
157.100000,0.874256,1.224924,0.810668,2.594834
157.200000,0.885994,1.247233,0.833216,2.628469
157.300000,0.895467,1.265223,0.870766,2.628576
157.400000,0.848889,1.241479,0.877563,2.674958
157.500000,0.811053,1.251396,0.880845,2.651127
157.600000,0.775889,1.251437,0.836317,2.679307
157.700000,0.690289,1.277799,0.775499,2.637598
157.800000,0.765189,1.243656,0.790435,2.672835
157.900000,0.814549,1.276243,0.832221,2.652541
158.000000,0.811895,1.230452,0.782636,2.641423
158.100000,0.815939,1.242352,0.800163,2.621962
158.200000,0.822510,1.264512,0.820081,2.635314
158.300000,0.693980,1.233063,0.785160,2.580698
158.400000,0.800619,1.217804,0.777271,2.645614
158.500000,0.780752,1.237029,0.795327,2.653074
158.600000,0.809265,1.268929,0.829857,1.336644
158.700000,0.937753,1.278822,0.840464,1.303001
158.800000,0.970789,1.251479,0.814946,2.631829
158.900000,0.895132,1.250374,0.817606,2.641297
159.000000,0.958054,1.249742,0.789569,1.444027
159.100000,0.945741,1.263905,0.807636,1.422277
159.200000,1.043494,1.271468,0.761038,1.458144
159.300000,0.998890,1.288501,0.869904,1.364199
159.400000,0.973854,1.264446,0.838363,1.440316
159.500000,0.858175,1.256085,0.860146,2.575318
159.600000,0.901162,1.232548,0.826622,2.606881
159.700000,0.903647,1.261472,0.828896,1.347516
159.800000,0.810699,1.277717,0.844590,1.296458
159.900000,0.912122,1.242100,0.807322,2.610942
160.000000,0.852492,1.225581,0.872420,2.632096
160.100000,0.867116,1.260183,0.850694,2.624492
160.200000,0.901601,1.255729,0.836938,2.590076
160.300000,0.994045,1.244549,0.861818,2.548609
160.400000,0.930550,1.285482,0.873238,2.510706
160.500000,0.873934,1.229879,0.871512,1.028913
160.600000,0.810862,1.223620,0.859237,2.495409
160.700000,0.752805,1.240189,0.789124,2.485904
160.800000,2.601745,1.278533,0.715333,0.944184
160.900000,0.811393,1.281421,0.796709,0.851764
161.000000,0.760692,1.248555,0.730879,0.965529
161.100000,2.595758,1.272910,0.784659,0.976141
161.200000,2.585766,1.242530,0.827403,1.073410
161.300000,0.849092,1.279566,0.795151,1.205009
161.400000,2.572025,1.274376,0.802469,1.178538
161.500000,2.577276,1.281922,0.813694,1.166795
161.600000,2.546173,1.281874,0.829794,1.205524
161.700000,2.579163,1.240434,0.778365,1.182059
161.800000,2.620271,1.235841,0.817237,1.203153
161.900000,2.637389,1.252925,0.762787,1.224896
162.000000,1.059222,1.285915,0.831888,1.235056
162.100000,2.660724,1.208479,0.750304,1.195770
162.200000,2.648575,1.263259,0.736067,1.247059
162.300000,2.653189,1.253986,0.706864,1.290314
162.400000,2.661499,1.240061,0.749451,1.291578
162.500000,2.670669,1.284575,0.763839,1.331752
162.600000,2.648674,1.276942,0.781161,1.377033
162.700000,2.670294,1.245343,0.778646,1.371159
162.800000,2.642200,1.216275,0.781334,1.387931
162.900000,2.662224,1.264963,0.815188,1.401737
163.000000,2.719216,1.282060,0.814230,1.259500
163.100000,2.692281,1.243212,0.813827,1.127273
163.200000,2.724532,1.264690,0.767839,1.041795
163.300000,2.686845,1.252973,0.816000,1.032893
163.400000,2.684894,1.271981,0.782063,0.914635
163.500000,2.687579,1.290488,0.799098,1.002871
163.600000,2.632056,1.250418,0.784674,0.997042
163.700000,2.610324,1.293967,0.819102,1.108404
163.800000,2.713390,1.283353,0.830415,1.111130
163.900000,2.706500,1.275613,0.845276,2.676118
164.000000,2.672098,1.274100,0.842700,2.733434
164.100000,2.691947,1.285682,0.833189,1.081602
164.200000,2.664081,1.262839,0.860941,2.707220
164.300000,2.678231,1.256438,0.882850,1.071394
164.400000,2.618104,1.275012,0.912039,2.699133
164.500000,2.628785,1.305614,0.949051,2.724365
164.600000,2.599832,1.301083,0.886667,2.742113
164.700000,2.678176,1.274954,0.904961,2.787496
164.800000,2.728649,1.287562,0.912094,2.789025
164.900000,2.770852,1.276995,0.910321,0.971393
165.000000,2.793135,1.267999,0.911921,0.944982
165.100000,2.766853,1.276863,0.872172,0.943042
165.200000,2.764805,1.241488,0.890266,1.025626
165.300000,2.787857,1.295808,0.882603,0.965351
165.400000,2.813935,1.300567,0.892184,0.957219
165.500000,2.800153,1.298927,0.866600,1.017602
165.600000,2.828476,1.317498,0.873841,0.974763
165.700000,2.803602,1.274927,0.851583,1.001926
165.800000,2.808501,1.283705,0.923235,1.044617
165.900000,2.855644,1.227066,0.924345,2.720210
166.000000,2.868082,1.210241,0.894499,2.694949
166.100000,2.881969,1.232062,0.859122,2.730119
166.200000,0.843659,1.249709,0.806961,1.000828
166.300000,0.961060,1.279577,0.873596,0.960674
166.400000,0.948831,1.270990,0.832269,0.955748
166.500000,2.909453,1.249160,0.811867,2.791196
166.600000,3.002769,1.254268,0.819154,2.714457
166.700000,1.061217,1.275405,0.847199,2.721355
166.800000,2.841320,1.284656,0.841037,2.758445
166.900000,1.021912,1.303967,0.812043,2.734568
